Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 1.89350815236, 2.62268967457, 0.00818682668876, 4.462244047043207e-06, 6.78369437498207, 0.0253898001064, 0.347701237832, 0.987503702023, 2.37140609845, 9.09528084951
beta, 1.97325266065, 1.40149588473, 0.00382062658282, 0.04085259960722498, 4.70874266369196, 0.238361979846, 0.943145667143, 1.65364253807, 2.65799532267, 5.51842516481
mu, 0.00627773346234, 0.00362886101266, 7.90091034363e-06, 0.0006012903837881948, 0.013379919129257777, 0.0012968333551, 0.00360094298437, 0.00558962809695, 0.00821802284656, 0.0151387980245
