Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.122719278002, 0.0384719092312, 0.000218122430005, 0.056237258578922235, 0.2004040610458086, 0.0624166521219, 0.0954380361542, 0.117873557846, 0.144488680932, 0.211794156713
beta, 0.157420327738, 0.0471679823376, 0.00025656690741, 0.0750676897736252, 0.2516434574672844, 0.0830150504962, 0.124695659578, 0.151661743639, 0.183364842761, 0.266559971476
mu, 0.0123686128731, 0.00422248731016, 1.49525461555e-05, 0.004772533133864956, 0.02080820071476997, 0.00534817935521, 0.00934446885775, 0.0119424258637, 0.0149296144154, 0.0217705461274
