Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.122757287418, 0.0384926253674, 0.000201304654226, 0.05622692404545177, 0.20043766193778131, 0.0623878953911, 0.0954337040238, 0.117862010998, 0.144482103504, 0.211846087037
beta, 0.157489228766, 0.0472005985423, 0.000231635281027, 0.0750676897736252, 0.2518087587644111, 0.0830681063894, 0.124622202428, 0.151630953635, 0.183445394351, 0.266760713833
mu, 0.012365690777, 0.00422899238461, 1.32473864194e-05, 0.004697373652955961, 0.020766986615093803, 0.00535262994967, 0.00933704743078, 0.0119316084944, 0.0149279976667, 0.0218008691997
