Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 13.8972613414, 2.43606751189, 0.00911184827907, 9.311940301500032, 18.72798624157705, 9.64124364097, 12.1770364929, 13.7239132398, 15.4243766687, 19.155432394
beta, 62.3343591399, 7.7908623782, 0.0282264498033, 47.360279597617016, 77.79291082248027, 48.0081103532, 56.9193658354, 61.9949506729, 67.3960840287, 78.5542440105
mu, 0.119083003205, 0.00812241030605, 2.66049164235e-05, 0.10329772471233667, 0.13514991902584403, 0.103627407168, 0.113554825785, 0.118868318286, 0.124473989941, 0.135511200259
