Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 13.8977358708, 2.43186744221, 0.00751537734502, 9.324096132418262, 18.733154312694776, 9.64359963699, 12.1807618514, 13.7281622865, 15.427227128, 19.1353974386
beta, 62.3455150351, 7.78160247667, 0.0217441189718, 47.33858695155254, 77.7243107364616, 48.0467225398, 56.932633871, 62.0257286033, 67.3837068344, 78.5252979912
mu, 0.119088882745, 0.00813249697546, 1.92977087497e-05, 0.10309210755772565, 0.1350025639030062, 0.103625912765, 0.113543222544, 0.118886304634, 0.124479292898, 0.135572913075
