Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 1.23317297523, 1.55479429379, 0.00799569334573, 1.0209706559738407e-05, 4.25873879901361, 0.0200815924948, 0.253276667168, 0.692626540681, 1.61289008456, 5.56284221951
beta, 1.74329211066, 1.29340301983, 0.00503668684529, 0.000197835859546025, 4.263367569433319, 0.131647765244, 0.799982244478, 1.4457211098, 2.37057515324, 5.02223980147
mu, 0.245551765841, 0.142348746626, 0.00047207711236, 0.023332469488840518, 0.5247612305538668, 0.0493175475871, 0.140589065494, 0.218870622416, 0.321413619991, 0.591163256211
