Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.409891258974, 0.587731940304, 0.00454073133682, 1.3052680845754283e-05, 1.4987375448719065, 0.00864882784504, 0.0827599436028, 0.209130248961, 0.486436003835, 2.08199057341
beta, 1.52176020689, 1.3788570377, 0.00964450427118, 0.021679834257465114, 4.283753840165118, 0.133233146902, 0.472294464081, 1.07671760002, 2.18267726643, 5.114657509
mu, 0.00381765725693, 0.0016228126731, 6.41472530516e-06, 0.0010148337871508932, 0.0070155614419884806, 0.00129468245023, 0.00264329582346, 0.00360014154992, 0.00476037875141, 0.00757499418412
