Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 1.74924909053, 1.4468928488, 0.00873654393939, 5.153568527216379e-05, 4.589907166632988, 0.106313777157, 0.713512999291, 1.37584829472, 2.37540007567, 5.50931955486
beta, 3.21957861203, 1.76211617844, 0.0109239433205, 0.3208037216795159, 6.709875925266625, 0.651824805707, 1.93862019003, 2.92859244376, 4.19233389321, 7.41816190513
mu, 0.223992477873, 0.111849949045, 0.00042741112805, 0.03970852010721365, 0.44342451491143187, 0.060601257222, 0.1419526005, 0.206005358933, 0.286385252696, 0.487973430196
