Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.586213959706, 0.594576422029, 0.00234159045806, 3.320203326939719e-06, 1.754103710818191, 0.0152641396161, 0.169681662922, 0.405797571296, 0.805724690521, 2.18381003124
beta, 1.13155748088, 1.09854468453, 0.00328355839826, 1.0107493072952778e-05, 3.32757121104936, 0.0293964895364, 0.334695330937, 0.804192010487, 1.58281855921, 4.04885612374
mu, 0.948918265033, 0.574371194937, 0.00151633962452, 0.0592532673884045, 2.0652096590853444, 0.165764694664, 0.526210816137, 0.838693665593, 1.25102681144, 2.35506746706
