Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.445366528462, 0.429610798475, 0.000981114797272, 2.4118926236077476e-06, 1.2996074288394541, 0.0119637593795, 0.134236173519, 0.317179348732, 0.622762985718, 1.58898983788
beta, 0.974142878041, 0.996273616713, 0.00240545526333, 2.3036500558237805e-06, 2.964142681572202, 0.0235516312538, 0.271211811685, 0.661951693463, 1.34509118206, 3.67133902845
mu, 0.930231583411, 0.572185531635, 0.0010382871919, 0.04797892577285379, 2.044117724230687, 0.152227810108, 0.507962845823, 0.820484002638, 1.23381266551, 2.32957301684
