Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 0.651284325131, 0.923433073371, 0.00406657167706, 1.8811444516542153e-06, 2.3536476312636703, 0.00912610745856, 0.117486349977, 0.333300258527, 0.810352866382, 3.17529853305
beta, 1.97752961423, 1.41532948569, 0.0058351267105, 0.015443448371880497, 4.727000835871677, 0.203165983455, 0.94224820844, 1.65783605008, 2.66638987076, 5.56423109947
mu, 0.0194704292892, 0.00873801540515, 2.52765761689e-05, 0.004641667172216638, 0.036843840610042124, 0.00629158707284, 0.013110999194, 0.0181673899802, 0.02445050369, 0.0399521373304
