Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
alpha, 5.56598700782, 1.30759715544, 0.0104605398657, 3.207921275182838, 8.236663432317846, 3.35661607708, 4.63255040761, 5.43814342483, 6.35707593258, 8.47896485001
beta, 36.5537110644, 6.02939494798, 0.0466140234715, 25.004896097452278, 48.33222454683783, 25.6488001882, 32.4144387915, 36.212449237, 40.4068727999, 49.2825543284
mu, 0.110369006805, 0.00781019665503, 4.56256034272e-05, 0.0954536469715863, 0.1259469169122442, 0.0956767690621, 0.104959576331, 0.110174523567, 0.11558605495, 0.126248507422
