run,alpha,beta,omega,country,pfrac
401403,0.050000,5.500000,1.000000,Colombia,0.756000
499059,0.050000,6.000000,0.000000,Colombia,0.750000
1002987,0.050000,6.000000,0.100000,Colombia,0.750500
378315,0.050000,6.000000,0.200000,Colombia,0.752000
1145979,0.050000,6.000000,0.300000,Colombia,0.752500
846819,0.050000,6.000000,0.400000,Colombia,0.752000
274419,0.050000,6.000000,0.500000,Colombia,0.751000
555003,0.050000,6.000000,0.600000,Colombia,0.751000
1142091,0.050000,6.000000,0.700000,Colombia,0.752500
118251,0.050000,6.000000,0.800000,Colombia,0.753000
1159155,0.050000,6.000000,0.900000,Colombia,0.753000
534483,0.050000,6.000000,1.000000,Colombia,0.758500
788955,0.050000,6.500000,0.000000,Colombia,0.751000
216555,0.050000,6.500000,0.100000,Colombia,0.750500
78963,0.050000,6.500000,0.200000,Colombia,0.751500
511611,0.050000,6.500000,0.300000,Colombia,0.750500
60387,0.050000,6.500000,0.400000,Colombia,0.753000
1101291,0.050000,6.500000,0.500000,Colombia,0.752000
476619,0.050000,6.500000,0.600000,Colombia,0.751500
598011,0.050000,6.500000,0.700000,Colombia,0.752500
945123,0.050000,6.500000,0.800000,Colombia,0.756000
372723,0.050000,6.500000,0.900000,Colombia,0.753500
349179,0.050000,6.500000,1.000000,Colombia,0.758500
2523,0.050000,7.000000,0.000000,Colombia,0.750000
1043427,0.050000,7.000000,0.100000,Colombia,0.751000
471027,0.050000,7.000000,0.200000,Colombia,0.751500
447483,0.050000,7.000000,0.300000,Colombia,0.750500
887259,0.050000,7.000000,0.400000,Colombia,0.750500
314859,0.050000,7.000000,0.500000,Colombia,0.752000
806907,0.050000,7.000000,0.600000,Colombia,0.753000
731091,0.050000,7.000000,0.700000,Colombia,0.753000
158691,0.050000,7.000000,0.800000,Colombia,0.754500
113763,0.050000,7.000000,0.900000,Colombia,0.754000
574923,0.050000,7.000000,1.000000,Colombia,0.755000
829395,0.050000,7.500000,0.000000,Colombia,0.750500
256995,0.050000,7.500000,0.100000,Colombia,0.750000
656379,0.050000,7.500000,0.200000,Colombia,0.751500
673227,0.050000,7.500000,0.300000,Colombia,0.752000
100827,0.050000,7.500000,0.400000,Colombia,0.753000
1141731,0.050000,7.500000,0.500000,Colombia,0.751500
517059,0.050000,7.500000,0.600000,Colombia,0.752000
545787,0.050000,7.500000,0.700000,Colombia,0.753500
985563,0.050000,7.500000,0.800000,Colombia,0.753000
413163,0.050000,7.500000,0.900000,Colombia,0.754000
765027,0.050000,7.500000,1.000000,Colombia,0.754000
42963,0.050000,8.000000,0.000000,Colombia,0.750500
1083867,0.050000,8.000000,0.100000,Colombia,0.750500
511467,0.050000,8.000000,0.200000,Colombia,0.750500
91131,0.050000,8.000000,0.300000,Colombia,0.751000
927699,0.050000,8.000000,0.400000,Colombia,0.751000
355299,0.050000,8.000000,0.500000,Colombia,0.753000
638259,0.050000,8.000000,0.600000,Colombia,0.751500
823803,0.050000,8.000000,0.700000,Colombia,0.752500
146859,0.050000,8.000000,0.800000,Colombia,0.754000
1187763,0.050000,8.000000,0.900000,Colombia,0.753500
667635,0.050000,8.000000,1.000000,Colombia,0.755500
61785,0.150000,4.000000,0.000000,Colombia,0.751000
1102689,0.150000,4.000000,0.100000,Colombia,0.751500
530289,0.150000,4.000000,0.200000,Colombia,0.754500
1183905,0.150000,4.000000,0.300000,Colombia,0.757500
946521,0.150000,4.000000,0.400000,Colombia,0.759500
374121,0.150000,4.000000,0.500000,Colombia,0.770000
600057,0.150000,4.000000,0.600000,Colombia,0.772500
790353,0.150000,4.000000,0.700000,Colombia,0.787500
1111329,0.150000,4.000000,0.800000,Colombia,0.801000
1154313,0.150000,4.000000,0.900000,Colombia,0.815500
634185,0.150000,4.000000,1.000000,Colombia,0.845500
888657,0.150000,4.500000,0.000000,Colombia,0.751000
316257,0.150000,4.500000,0.100000,Colombia,0.751000
159657,0.150000,4.500000,0.200000,Colombia,0.753000
732489,0.150000,4.500000,0.300000,Colombia,0.755000
160089,0.150000,4.500000,0.400000,Colombia,0.761000
155553,0.150000,4.500000,0.500000,Colombia,0.763500
628593,0.150000,4.500000,0.600000,Colombia,0.778000
3921,0.150000,4.500000,0.700000,Colombia,0.779000
1044825,0.150000,4.500000,0.800000,Colombia,0.809000
472425,0.150000,4.500000,0.900000,Colombia,0.813500
90105,0.150000,4.500000,1.000000,Colombia,0.836000
102225,0.150000,5.000000,0.000000,Colombia,0.751500
1143129,0.150000,5.000000,0.100000,Colombia,0.752500
570729,0.150000,5.000000,0.200000,Colombia,0.751500
492537,0.150000,5.000000,0.300000,Colombia,0.754500
986961,0.150000,5.000000,0.400000,Colombia,0.762000
414561,0.150000,5.000000,0.500000,Colombia,0.765500
604857,0.150000,5.000000,0.600000,Colombia,0.775000
883065,0.150000,5.000000,0.700000,Colombia,0.786000
258393,0.150000,5.000000,0.800000,Colombia,0.796500
1142481,0.150000,5.000000,0.900000,Colombia,0.817500
726897,0.150000,5.000000,1.000000,Colombia,0.820500
981369,0.150000,5.500000,0.000000,Colombia,0.750000
356697,0.150000,5.500000,0.100000,Colombia,0.750500
680049,0.150000,5.500000,0.200000,Colombia,0.751500
825201,0.150000,5.500000,0.300000,Colombia,0.759000
625833,0.150000,5.500000,0.400000,Colombia,0.760000
1136889,0.150000,5.500000,0.500000,Colombia,0.764500
669033,0.150000,5.500000,0.600000,Colombia,0.780000
96633,0.150000,5.500000,0.700000,Colombia,0.788000
1085265,0.150000,5.500000,0.800000,Colombia,0.795500
512865,0.150000,5.500000,0.900000,Colombia,0.815500
646137,0.150000,5.500000,1.000000,Colombia,0.822500
194937,0.150000,6.000000,0.000000,Colombia,0.751000
1183569,0.150000,6.000000,0.100000,Colombia,0.750500
611169,0.150000,6.000000,0.200000,Colombia,0.753000
38769,0.150000,6.000000,0.300000,Colombia,0.757000
1079673,0.150000,6.000000,0.400000,Colombia,0.761500
455001,0.150000,6.000000,0.500000,Colombia,0.767000
495609,0.150000,6.000000,0.600000,Colombia,0.779000
923505,0.150000,6.000000,0.700000,Colombia,0.784500
298833,0.150000,6.000000,0.800000,Colombia,0.800500
634065,0.150000,6.000000,0.900000,Colombia,0.816000
715065,0.150000,6.000000,1.000000,Colombia,0.833000
1021809,0.150000,6.500000,0.000000,Colombia,0.750500
1093305,0.150000,6.500000,0.100000,Colombia,0.751500
21945,0.150000,6.500000,0.200000,Colombia,0.752500
865641,0.150000,6.500000,0.300000,Colombia,0.754000
240969,0.150000,6.500000,0.400000,Colombia,0.761000
1177329,0.150000,6.500000,0.500000,Colombia,0.763500
709473,0.150000,6.500000,0.600000,Colombia,0.765000
137073,0.150000,6.500000,0.700000,Colombia,0.784500
1177977,0.150000,6.500000,0.800000,Colombia,0.804000
501033,0.150000,6.500000,0.900000,Colombia,0.813500
1123761,0.150000,6.500000,1.000000,Colombia,0.826000
235377,0.150000,7.000000,0.000000,Colombia,0.751500
703665,0.150000,7.000000,0.100000,Colombia,0.750000
599337,0.150000,7.000000,0.200000,Colombia,0.753000
79209,0.150000,7.000000,0.300000,Colombia,0.759000
1120113,0.150000,7.000000,0.400000,Colombia,0.759500
279225,0.150000,7.000000,0.500000,Colombia,0.768000
443385,0.150000,7.000000,0.600000,Colombia,0.772000
695457,0.150000,7.000000,0.700000,Colombia,0.787500
391545,0.150000,7.000000,0.800000,Colombia,0.793000
56745,0.150000,7.000000,0.900000,Colombia,0.806500
807777,0.150000,7.000000,1.000000,Colombia,0.829500
1062249,0.150000,7.500000,0.000000,Colombia,0.750500
489849,0.150000,7.500000,0.100000,Colombia,0.752500
596985,0.150000,7.500000,0.200000,Colombia,0.752500
906081,0.150000,7.500000,0.300000,Colombia,0.756500
333681,0.150000,7.500000,0.400000,Colombia,0.759500
652281,0.150000,7.500000,0.500000,Colombia,0.764000
930489,0.150000,7.500000,0.600000,Colombia,0.776500
177513,0.150000,7.500000,0.700000,Colombia,0.784000
738465,0.150000,7.500000,0.800000,Colombia,0.796000
593745,0.150000,7.500000,0.900000,Colombia,0.803000
21345,0.150000,7.500000,1.000000,Colombia,0.823500
275817,0.150000,8.000000,0.000000,Colombia,0.750500
1159905,0.150000,8.000000,0.100000,Colombia,0.750500
692049,0.150000,8.000000,0.200000,Colombia,0.753000
119649,0.150000,8.000000,0.300000,Colombia,0.755500
1160553,0.150000,8.000000,0.400000,Colombia,0.763500
535881,0.150000,8.000000,0.500000,Colombia,0.764500
540849,0.150000,8.000000,0.600000,Colombia,0.775000
1004385,0.150000,8.000000,0.700000,Colombia,0.783000
431985,0.150000,8.000000,0.800000,Colombia,0.791500
1187769,0.150000,8.000000,0.900000,Colombia,0.811500
116409,0.150000,8.000000,1.000000,Colombia,0.823000
204348,0.200000,4.000000,0.000000,Colombia,0.751500
1140708,0.200000,4.000000,0.100000,Colombia,0.751000
620580,0.200000,4.000000,0.200000,Colombia,0.756500
48180,0.200000,4.000000,0.300000,Colombia,0.763000
1089084,0.200000,4.000000,0.400000,Colombia,0.771500
412140,0.200000,4.000000,0.500000,Colombia,0.791000
319692,0.200000,4.000000,0.600000,Colombia,0.818000
932916,0.200000,4.000000,0.700000,Colombia,0.833000
308244,0.200000,4.000000,0.800000,Colombia,0.859000
47100,0.200000,4.000000,0.900000,Colombia,0.895000
776748,0.200000,4.000000,1.000000,Colombia,0.910500
1031220,0.200000,4.500000,0.000000,Colombia,0.751500
406548,0.200000,4.500000,0.100000,Colombia,0.752500
753660,0.200000,4.500000,0.200000,Colombia,0.756000
875052,0.200000,4.500000,0.300000,Colombia,0.760000
250380,0.200000,4.500000,0.400000,Colombia,0.772500
1001412,0.200000,4.500000,0.500000,Colombia,0.784500
718884,0.200000,4.500000,0.600000,Colombia,0.805500
146484,0.200000,4.500000,0.700000,Colombia,0.832500
1187388,0.200000,4.500000,0.800000,Colombia,0.855000
1185228,0.200000,4.500000,0.900000,Colombia,0.878000
845676,0.200000,4.500000,1.000000,Colombia,0.895000
244788,0.200000,5.000000,0.000000,Colombia,0.750500
1076604,0.200000,5.000000,0.100000,Colombia,0.752000
371148,0.200000,5.000000,0.200000,Colombia,0.755500
88620,0.200000,5.000000,0.300000,Colombia,0.757500
1129524,0.200000,5.000000,0.400000,Colombia,0.772000
504852,0.200000,5.000000,0.500000,Colombia,0.793000
547836,0.200000,5.000000,0.600000,Colombia,0.805500
379356,0.200000,5.000000,0.700000,Colombia,0.831500
400956,0.200000,5.000000,0.800000,Colombia,0.852000
603132,0.200000,5.000000,0.900000,Colombia,0.874000
817188,0.200000,5.000000,1.000000,Colombia,0.909500
1071660,0.200000,5.500000,0.000000,Colombia,0.751500
499260,0.200000,5.500000,0.100000,Colombia,0.749500
701436,0.200000,5.500000,0.200000,Colombia,0.754500
915492,0.200000,5.500000,0.300000,Colombia,0.759500
290820,0.200000,5.500000,0.400000,Colombia,0.773500
262524,0.200000,5.500000,0.500000,Colombia,0.788500
759324,0.200000,5.500000,0.600000,Colombia,0.802000
186924,0.200000,5.500000,0.700000,Colombia,0.829000
1175556,0.200000,5.500000,0.800000,Colombia,0.847500
603156,0.200000,5.500000,0.900000,Colombia,0.872000
30756,0.200000,5.500000,1.000000,Colombia,0.885500
285228,0.200000,6.000000,0.000000,Colombia,0.750500
418500,0.200000,6.000000,0.100000,Colombia,0.752500
209628,0.200000,6.000000,0.200000,Colombia,0.756500
129060,0.200000,6.000000,0.300000,Colombia,0.758500
1169964,0.200000,6.000000,0.400000,Colombia,0.768500
545292,0.200000,6.000000,0.500000,Colombia,0.781500
495612,0.200000,6.000000,0.600000,Colombia,0.804500
1013796,0.200000,6.000000,0.700000,Colombia,0.831000
441396,0.200000,6.000000,0.800000,Colombia,0.842000
550908,0.200000,6.000000,0.900000,Colombia,0.869000
1073844,0.200000,6.000000,1.000000,Colombia,0.890500
1112100,0.200000,6.500000,0.000000,Colombia,0.751000
539700,0.200000,6.500000,0.100000,Colombia,0.751500
1069764,0.200000,6.500000,0.200000,Colombia,0.754500
955932,0.200000,6.500000,0.300000,Colombia,0.762000
383532,0.200000,6.500000,0.400000,Colombia,0.776000
704508,0.200000,6.500000,0.500000,Colombia,0.784500
1068252,0.200000,6.500000,0.600000,Colombia,0.802000
175092,0.200000,6.500000,0.700000,Colombia,0.814500
859596,0.200000,6.500000,0.800000,Colombia,0.851000
520044,0.200000,6.500000,0.900000,Colombia,0.856500
99708,0.200000,6.500000,1.000000,Colombia,0.899000
273396,0.200000,7.000000,0.000000,Colombia,0.751500
45516,0.200000,7.000000,0.100000,Colombia,0.751500
794172,0.200000,7.000000,0.200000,Colombia,0.756500
117228,0.200000,7.000000,0.300000,Colombia,0.758000
464340,0.200000,7.000000,0.400000,Colombia,0.768500
638004,0.200000,7.000000,0.500000,Colombia,0.777000
255684,0.200000,7.000000,0.600000,Colombia,0.800500
1054236,0.200000,7.000000,0.700000,Colombia,0.830500
481836,0.200000,7.000000,0.800000,Colombia,0.852000
902604,0.200000,7.000000,0.900000,Colombia,0.874000
898068,0.200000,7.000000,1.000000,Colombia,0.898000
905436,0.200000,7.500000,0.000000,Colombia,0.752000
580140,0.200000,7.500000,0.100000,Colombia,0.751500
7740,0.200000,7.500000,0.200000,Colombia,0.755000
996372,0.200000,7.500000,0.300000,Colombia,0.756000
423972,0.200000,7.500000,0.400000,Colombia,0.770000
652284,0.200000,7.500000,0.500000,Colombia,0.780000
892476,0.200000,7.500000,0.600000,Colombia,0.799000
267804,0.200000,7.500000,0.700000,Colombia,0.824000
403452,0.200000,7.500000,0.800000,Colombia,0.838500
684036,0.200000,7.500000,0.900000,Colombia,0.868500
111636,0.200000,7.500000,1.000000,Colombia,0.898500
92868,0.200000,8.000000,0.000000,Colombia,0.751500
805884,0.200000,8.000000,0.100000,Colombia,0.751000
834612,0.200000,8.000000,0.200000,Colombia,0.754000
209940,0.200000,8.000000,0.300000,Colombia,0.763500
1008492,0.200000,8.000000,0.400000,Colombia,0.766500
678444,0.200000,8.000000,0.500000,Colombia,0.783000
106044,0.200000,8.000000,0.600000,Colombia,0.792000
1094676,0.200000,8.000000,0.700000,Colombia,0.818000
522276,0.200000,8.000000,0.800000,Colombia,0.847500
1137876,0.200000,8.000000,0.900000,Colombia,0.865500
990780,0.200000,8.000000,1.000000,Colombia,0.891000
489471,0.300000,4.000000,0.000000,Colombia,0.750500
102399,0.300000,4.000000,0.100000,Colombia,0.753500
627711,0.300000,4.000000,0.200000,Colombia,0.764500
544767,0.300000,4.000000,0.300000,Colombia,0.782000
157695,0.300000,4.000000,0.400000,Colombia,0.819500
683007,0.300000,4.000000,0.500000,Colombia,0.861500
600063,0.300000,4.000000,0.600000,Colombia,0.906500
517119,0.300000,4.000000,0.700000,Colombia,0.936000
434175,0.300000,4.000000,0.800000,Colombia,0.966000
655359,0.300000,4.000000,0.900000,Colombia,0.981000
572415,0.300000,4.000000,1.000000,Colombia,0.981000
615423,0.300000,4.500000,0.000000,Colombia,0.751500
532479,0.300000,4.500000,0.100000,Colombia,0.753500
753663,0.300000,4.500000,0.200000,Colombia,0.762000
670719,0.300000,4.500000,0.300000,Colombia,0.785500
587775,0.300000,4.500000,0.400000,Colombia,0.815500
808959,0.300000,4.500000,0.500000,Colombia,0.856500
726015,0.300000,4.500000,0.600000,Colombia,0.895500
643071,0.300000,4.500000,0.700000,Colombia,0.917500
560127,0.300000,4.500000,0.800000,Colombia,0.953500
477183,0.300000,4.500000,0.900000,Colombia,0.970500
90111,0.300000,4.500000,1.000000,Colombia,0.987500
741375,0.300000,5.000000,0.000000,Colombia,0.750500
658431,0.300000,5.000000,0.100000,Colombia,0.752500
575487,0.300000,5.000000,0.200000,Colombia,0.760000
492543,0.300000,5.000000,0.300000,Colombia,0.783500
105471,0.300000,5.000000,0.400000,Colombia,0.809500
630783,0.300000,5.000000,0.500000,Colombia,0.856500
243711,0.300000,5.000000,0.600000,Colombia,0.885500
160767,0.300000,5.000000,0.700000,Colombia,0.921000
686079,0.300000,5.000000,0.800000,Colombia,0.950500
603135,0.300000,5.000000,0.900000,Colombia,0.965500
520191,0.300000,5.000000,1.000000,Colombia,0.987500
563199,0.300000,5.500000,0.000000,Colombia,0.750000
176127,0.300000,5.500000,0.100000,Colombia,0.754500
701439,0.300000,5.500000,0.200000,Colombia,0.760000
618495,0.300000,5.500000,0.300000,Colombia,0.775500
535551,0.300000,5.500000,0.400000,Colombia,0.811000
148479,0.300000,5.500000,0.500000,Colombia,0.854000
673791,0.300000,5.500000,0.600000,Colombia,0.881000
590847,0.300000,5.500000,0.700000,Colombia,0.914500
203775,0.300000,5.500000,0.800000,Colombia,0.948500
424959,0.300000,5.500000,0.900000,Colombia,0.969000
37887,0.300000,5.500000,1.000000,Colombia,0.981000
689151,0.300000,6.000000,0.000000,Colombia,0.750500
606207,0.300000,6.000000,0.100000,Colombia,0.754000
523263,0.300000,6.000000,0.200000,Colombia,0.762500
136191,0.300000,6.000000,0.300000,Colombia,0.781000
661503,0.300000,6.000000,0.400000,Colombia,0.800500
578559,0.300000,6.000000,0.500000,Colombia,0.843500
799743,0.300000,6.000000,0.600000,Colombia,0.880000
716799,0.300000,6.000000,0.700000,Colombia,0.918000
633855,0.300000,6.000000,0.800000,Colombia,0.943500
550911,0.300000,6.000000,0.900000,Colombia,0.968500
163839,0.300000,6.000000,1.000000,Colombia,0.979000
510975,0.300000,6.500000,0.000000,Colombia,0.751000
428031,0.300000,6.500000,0.100000,Colombia,0.753000
649215,0.300000,6.500000,0.200000,Colombia,0.763000
566271,0.300000,6.500000,0.300000,Colombia,0.787000
787455,0.300000,6.500000,0.400000,Colombia,0.810500
96255,0.300000,6.500000,0.500000,Colombia,0.850000
621567,0.300000,6.500000,0.600000,Colombia,0.874000
538623,0.300000,6.500000,0.700000,Colombia,0.914500
759807,0.300000,6.500000,0.800000,Colombia,0.943000
676863,0.300000,6.500000,0.900000,Colombia,0.969000
593919,0.300000,6.500000,1.000000,Colombia,0.981000
28671,0.300000,7.000000,0.000000,Colombia,0.751500
553983,0.300000,7.000000,0.100000,Colombia,0.751500
166911,0.300000,7.000000,0.200000,Colombia,0.765500
312063,0.300000,7.000000,0.300000,Colombia,0.777500
609279,0.300000,7.000000,0.400000,Colombia,0.807000
526335,0.300000,7.000000,0.500000,Colombia,0.842000
747519,0.300000,7.000000,0.600000,Colombia,0.876000
664575,0.300000,7.000000,0.700000,Colombia,0.913500
581631,0.300000,7.000000,0.800000,Colombia,0.941500
802815,0.300000,7.000000,0.900000,Colombia,0.960500
111615,0.300000,7.000000,1.000000,Colombia,0.984000
762879,0.300000,7.500000,0.000000,Colombia,0.751000
679935,0.300000,7.500000,0.100000,Colombia,0.751500
596991,0.300000,7.500000,0.200000,Colombia,0.761000
514047,0.300000,7.500000,0.300000,Colombia,0.773000
431103,0.300000,7.500000,0.400000,Colombia,0.813500
652287,0.300000,7.500000,0.500000,Colombia,0.841000
569343,0.300000,7.500000,0.600000,Colombia,0.870000
486399,0.300000,7.500000,0.700000,Colombia,0.920500
707583,0.300000,7.500000,0.800000,Colombia,0.942500
624639,0.300000,7.500000,0.900000,Colombia,0.954000
541695,0.300000,7.500000,1.000000,Colombia,0.981500
584703,0.300000,8.000000,0.000000,Colombia,0.752000
805887,0.300000,8.000000,0.100000,Colombia,0.752500
418815,0.300000,8.000000,0.200000,Colombia,0.764500
639999,0.300000,8.000000,0.300000,Colombia,0.777000
557055,0.300000,8.000000,0.400000,Colombia,0.806500
474111,0.300000,8.000000,0.500000,Colombia,0.840000
695295,0.300000,8.000000,0.600000,Colombia,0.874000
4095,0.300000,8.000000,0.700000,Colombia,0.919500
529407,0.300000,8.000000,0.800000,Colombia,0.947000
750591,0.300000,8.000000,0.900000,Colombia,0.963500
667647,0.300000,8.000000,1.000000,Colombia,0.981000
384930,0.500000,4.000000,0.000000,Colombia,0.750500
741546,0.500000,4.000000,0.100000,Colombia,0.763000
853434,0.500000,4.000000,0.200000,Colombia,0.808500
228762,0.500000,4.000000,0.300000,Colombia,0.889000
36522,0.500000,4.000000,0.400000,Colombia,0.953500
257706,0.500000,4.000000,0.500000,Colombia,0.983500
1115658,0.500000,4.000000,0.600000,Colombia,0.997000
1061226,0.500000,4.000000,0.700000,Colombia,0.997000
541098,0.500000,4.000000,0.800000,Colombia,0.998500
382122,0.500000,4.000000,0.900000,Colombia,0.998000
957330,0.500000,4.000000,1.000000,Colombia,0.997500
190122,0.500000,4.500000,0.000000,Colombia,0.751000
639402,0.500000,4.500000,0.100000,Colombia,0.766000
67002,0.500000,4.500000,0.200000,Colombia,0.812500
1055634,0.500000,4.500000,0.300000,Colombia,0.884500
483234,0.500000,4.500000,0.400000,Colombia,0.936000
535722,0.500000,4.500000,0.500000,Colombia,0.975000
951738,0.500000,4.500000,0.600000,Colombia,0.990500
327066,0.500000,4.500000,0.700000,Colombia,0.998500
134826,0.500000,4.500000,0.800000,Colombia,0.999500
795570,0.500000,4.500000,0.900000,Colombia,0.999000
170898,0.500000,4.500000,1.000000,Colombia,0.998000
952842,0.500000,5.000000,0.000000,Colombia,0.752000
898410,0.500000,5.000000,0.100000,Colombia,0.761500
893874,0.500000,5.000000,0.200000,Colombia,0.802000
269202,0.500000,5.000000,0.300000,Colombia,0.867000
288426,0.500000,5.000000,0.400000,Colombia,0.939000
1163010,0.500000,5.000000,0.500000,Colombia,0.975000
742674,0.500000,5.000000,0.600000,Colombia,0.986000
1153938,0.500000,5.000000,0.700000,Colombia,0.997000
108714,0.500000,5.000000,0.800000,Colombia,0.998500
25770,0.500000,5.000000,0.900000,Colombia,1.000000
1050042,0.500000,5.000000,1.000000,Colombia,1.000000
289962,0.500000,5.500000,0.000000,Colombia,0.750500
679842,0.500000,5.500000,0.100000,Colombia,0.756000
107442,0.500000,5.500000,0.200000,Colombia,0.808500
1148346,0.500000,5.500000,0.300000,Colombia,0.868500
138762,0.500000,5.500000,0.400000,Colombia,0.927500
483498,0.500000,5.500000,0.500000,Colombia,0.974500
992178,0.500000,5.500000,0.600000,Colombia,0.990500
367506,0.500000,5.500000,0.700000,Colombia,0.998000
690858,0.500000,5.500000,0.800000,Colombia,0.998500
836010,0.500000,5.500000,0.900000,Colombia,0.999000
263610,0.500000,5.500000,1.000000,Colombia,1.000000
415914,0.500000,6.000000,0.000000,Colombia,0.751000
180906,0.500000,6.000000,0.100000,Colombia,0.761500
934314,0.500000,6.000000,0.200000,Colombia,0.802000
361914,0.500000,6.000000,0.300000,Colombia,0.854000
84138,0.500000,6.000000,0.400000,Colombia,0.934000
778146,0.500000,6.000000,0.500000,Colombia,0.971000
205746,0.500000,6.000000,0.600000,Colombia,0.991000
139434,0.500000,6.000000,0.700000,Colombia,0.995500
621978,0.500000,6.000000,0.800000,Colombia,0.998000
49578,0.500000,6.000000,0.900000,Colombia,0.999000
1090482,0.500000,6.000000,1.000000,Colombia,0.998500
85674,0.500000,6.500000,0.000000,Colombia,0.750500
610986,0.500000,6.500000,0.100000,Colombia,0.755000
147882,0.500000,6.500000,0.200000,Colombia,0.800000
186114,0.500000,6.500000,0.300000,Colombia,0.867000
537978,0.500000,6.500000,0.400000,Colombia,0.933500
583338,0.500000,6.500000,0.500000,Colombia,0.968000
1032618,0.500000,6.500000,0.600000,Colombia,0.986500
407946,0.500000,6.500000,0.700000,Colombia,0.994500
182442,0.500000,6.500000,0.800000,Colombia,0.999000
876450,0.500000,6.500000,0.900000,Colombia,0.999500
304050,0.500000,6.500000,1.000000,Colombia,1.000000
506250,0.500000,7.000000,0.000000,Colombia,0.750000
584874,0.500000,7.000000,0.100000,Colombia,0.761000
974754,0.500000,7.000000,0.200000,Colombia,0.805000
402354,0.500000,7.000000,0.300000,Colombia,0.862500
837378,0.500000,7.000000,0.400000,Colombia,0.931000
417042,0.500000,7.000000,0.500000,Colombia,0.968500
246186,0.500000,7.000000,0.600000,Colombia,0.981500
997218,0.500000,7.000000,0.700000,Colombia,0.992000
662418,0.500000,7.000000,0.800000,Colombia,0.998500
90018,0.500000,7.000000,0.900000,Colombia,0.999000
627210,0.500000,7.000000,1.000000,Colombia,1.000000
337578,0.500000,7.500000,0.000000,Colombia,0.751000
254634,0.500000,7.500000,0.100000,Colombia,0.757500
188322,0.500000,7.500000,0.200000,Colombia,0.798500
88746,0.500000,7.500000,0.300000,Colombia,0.864500
604554,0.500000,7.500000,0.400000,Colombia,0.928500
32154,0.500000,7.500000,0.500000,Colombia,0.966500
1073058,0.500000,7.500000,0.600000,Colombia,0.983000
500658,0.500000,7.500000,0.700000,Colombia,0.995000
434346,0.500000,7.500000,0.800000,Colombia,0.999000
916890,0.500000,7.500000,0.900000,Colombia,1.000000
344490,0.500000,7.500000,1.000000,Colombia,0.999500
598962,0.500000,8.000000,0.000000,Colombia,0.750500
532650,0.500000,8.000000,0.100000,Colombia,0.764500
1015194,0.500000,8.000000,0.200000,Colombia,0.801000
442794,0.500000,8.000000,0.300000,Colombia,0.867000
740010,0.500000,8.000000,0.400000,Colombia,0.928500
859026,0.500000,8.000000,0.500000,Colombia,0.956000
117930,0.500000,8.000000,0.600000,Colombia,0.984500
258330,0.500000,8.000000,0.700000,Colombia,0.993500
1014114,0.500000,8.000000,0.800000,Colombia,0.999000
173226,0.500000,8.000000,0.900000,Colombia,0.999000
1171362,0.500000,8.000000,1.000000,Colombia,0.999500
247125,0.700000,4.000000,0.000000,Colombia,0.749500
772437,0.700000,4.000000,0.100000,Colombia,0.792500
81237,0.700000,4.000000,0.200000,Colombia,0.917500
758613,0.700000,4.000000,0.300000,Colombia,0.976500
371541,0.700000,4.000000,0.400000,Colombia,0.996500
787557,0.700000,4.000000,0.500000,Colombia,0.996000
53589,0.700000,4.000000,0.600000,Colombia,0.989000
122709,0.700000,4.000000,0.700000,Colombia,0.984000
39765,0.700000,4.000000,0.800000,Colombia,0.967500
108885,0.700000,4.000000,0.900000,Colombia,0.941500
482133,0.700000,4.000000,1.000000,Colombia,0.916000
221013,0.700000,4.500000,0.000000,Colombia,0.750000
138069,0.700000,4.500000,0.100000,Colombia,0.776500
207189,0.700000,4.500000,0.200000,Colombia,0.896000
124245,0.700000,4.500000,0.300000,Colombia,0.973500
41301,0.700000,4.500000,0.400000,Colombia,0.990000
262485,0.700000,4.500000,0.500000,Colombia,0.999500
483669,0.700000,4.500000,0.600000,Colombia,0.999000
400725,0.700000,4.500000,0.700000,Colombia,0.998000
621909,0.700000,4.500000,0.800000,Colombia,0.994500
82773,0.700000,4.500000,0.900000,Colombia,0.994000
608085,0.700000,4.500000,1.000000,Colombia,0.984000
499029,0.700000,5.000000,0.000000,Colombia,0.750500
568149,0.700000,5.000000,0.100000,Colombia,0.779500
181077,0.700000,5.000000,0.200000,Colombia,0.895500
706389,0.700000,5.000000,0.300000,Colombia,0.967500
319317,0.700000,5.000000,0.400000,Colombia,0.993000
692565,0.700000,5.000000,0.500000,Colombia,0.997000
761685,0.700000,5.000000,0.600000,Colombia,0.999000
678741,0.700000,5.000000,0.700000,Colombia,0.999500
747861,0.700000,5.000000,0.800000,Colombia,0.999500
664917,0.700000,5.000000,0.900000,Colombia,0.998500
125781,0.700000,5.000000,1.000000,Colombia,0.996500
624981,0.700000,5.500000,0.000000,Colombia,0.752000
85845,0.700000,5.500000,0.100000,Colombia,0.785500
154965,0.700000,5.500000,0.200000,Colombia,0.877500
680277,0.700000,5.500000,0.300000,Colombia,0.964000
749397,0.700000,5.500000,0.400000,Colombia,0.992000
58197,0.700000,5.500000,0.500000,Colombia,0.998500
279381,0.700000,5.500000,0.600000,Colombia,1.000000
500565,0.700000,5.500000,0.700000,Colombia,1.000000
417621,0.700000,5.500000,0.800000,Colombia,1.000000
182613,0.700000,5.500000,0.900000,Colombia,0.999500
99669,0.700000,5.500000,1.000000,Colombia,0.999500
750933,0.700000,6.000000,0.000000,Colombia,0.751000
