run,alpha,beta,omega,country,pfrac
593918,0.300000,6.500000,1.000000,Afghanistan,0.548667
636926,0.300000,7.000000,0.000000,Afghanistan,0.567333
888998,0.300000,7.000000,0.100000,Afghanistan,0.580667
316598,0.300000,7.000000,0.200000,Afghanistan,0.564667
83966,0.300000,7.000000,0.300000,Afghanistan,0.571333
267134,0.300000,7.000000,0.400000,Afghanistan,0.563333
160430,0.300000,7.000000,0.500000,Afghanistan,0.556000
747518,0.300000,7.000000,0.600000,Afghanistan,0.566667
56318,0.300000,7.000000,0.700000,Afghanistan,0.558000
4262,0.300000,7.000000,0.800000,Afghanistan,0.545333
1045166,0.300000,7.000000,0.900000,Afghanistan,0.552667
472766,0.300000,7.000000,1.000000,Afghanistan,0.554667
458750,0.300000,7.500000,0.000000,Afghanistan,0.571333
71678,0.300000,7.500000,0.100000,Afghanistan,0.559333
1143470,0.300000,7.500000,0.200000,Afghanistan,0.564667
514046,0.300000,7.500000,0.300000,Afghanistan,0.556667
735230,0.300000,7.500000,0.400000,Afghanistan,0.570667
918398,0.300000,7.500000,0.500000,Afghanistan,0.574000
414902,0.300000,7.500000,0.600000,Afghanistan,0.555333
726374,0.300000,7.500000,0.700000,Afghanistan,0.558667
403454,0.300000,7.500000,0.800000,Afghanistan,0.560000
258734,0.300000,7.500000,0.900000,Afghanistan,0.550000
541694,0.300000,7.500000,1.000000,Afghanistan,0.562000
584702,0.300000,8.000000,0.000000,Afghanistan,0.564667
501758,0.300000,8.000000,0.100000,Afghanistan,0.563333
357038,0.300000,8.000000,0.200000,Afghanistan,0.582667
639998,0.300000,8.000000,0.300000,Afghanistan,0.577333
773270,0.300000,8.000000,0.400000,Afghanistan,0.569333
474110,0.300000,8.000000,0.500000,Afghanistan,0.569333
87038,0.300000,8.000000,0.600000,Afghanistan,0.558667
4094,0.300000,8.000000,0.700000,Afghanistan,0.558000
529406,0.300000,8.000000,0.800000,Afghanistan,0.566000
104318,0.300000,8.000000,0.900000,Afghanistan,0.560667
513206,0.300000,8.000000,1.000000,Afghanistan,0.560000
430073,0.500000,4.000000,0.000000,Afghanistan,0.531333
857969,0.500000,4.000000,0.100000,Afghanistan,0.510000
233297,0.500000,4.000000,0.200000,Afghanistan,0.518667
499625,0.500000,4.000000,0.300000,Afghanistan,0.492667
701801,0.500000,4.000000,0.400000,Afghanistan,0.449333
129401,0.500000,4.000000,0.500000,Afghanistan,0.412667
1118033,0.500000,4.000000,0.600000,Afghanistan,0.396667
75185,0.500000,4.000000,0.700000,Afghanistan,0.382667
994913,0.500000,4.000000,0.800000,Afghanistan,0.416000
1014137,0.500000,4.000000,0.900000,Afghanistan,0.495333
128105,0.500000,4.000000,1.000000,Afghanistan,0.563333
643937,0.500000,4.500000,0.000000,Afghanistan,0.538000
71537,0.500000,4.500000,0.100000,Afghanistan,0.539333
1112441,0.500000,4.500000,0.200000,Afghanistan,0.522000
487769,0.500000,4.500000,0.300000,Afghanistan,0.516000
528377,0.500000,4.500000,0.400000,Afghanistan,0.490667
956273,0.500000,4.500000,0.500000,Afghanistan,0.462000
331601,0.500000,4.500000,0.600000,Afghanistan,0.423333
583673,0.500000,4.500000,0.700000,Afghanistan,0.410000
800105,0.500000,4.500000,0.800000,Afghanistan,0.398000
227705,0.500000,4.500000,0.900000,Afghanistan,0.409333
1164065,0.500000,4.500000,1.000000,Afghanistan,0.454000
983729,0.500000,5.000000,0.000000,Afghanistan,0.546667
898409,0.500000,5.000000,0.100000,Afghanistan,0.545333
326009,0.500000,5.000000,0.200000,Afghanistan,0.541333
1157825,0.500000,5.000000,0.300000,Afghanistan,0.527333
742241,0.500000,5.000000,0.400000,Afghanistan,0.517333
169841,0.500000,5.000000,0.500000,Afghanistan,0.495333
1158473,0.500000,5.000000,0.600000,Afghanistan,0.480000
533801,0.500000,5.000000,0.700000,Afghanistan,0.434667
13673,0.500000,5.000000,0.800000,Afghanistan,0.424000
1054577,0.500000,5.000000,0.900000,Afghanistan,0.408667
429905,0.500000,5.000000,1.000000,Afghanistan,0.431333
634481,0.500000,5.500000,0.000000,Afghanistan,0.550667
111977,0.500000,5.500000,0.100000,Afghanistan,0.554667
1152881,0.500000,5.500000,0.200000,Afghanistan,0.552000
528209,0.500000,5.500000,0.300000,Afghanistan,0.552000
899081,0.500000,5.500000,0.400000,Afghanistan,0.536000
996713,0.500000,5.500000,0.500000,Afghanistan,0.522000
1170377,0.500000,5.500000,0.600000,Afghanistan,0.513333
1058921,0.500000,5.500000,0.700000,Afghanistan,0.472000
840545,0.500000,5.500000,0.800000,Afghanistan,0.463333
268145,0.500000,5.500000,0.900000,Afghanistan,0.457333
1152233,0.500000,5.500000,1.000000,Afghanistan,0.428667
629753,0.500000,6.000000,0.000000,Afghanistan,0.576667
938849,0.500000,6.000000,0.100000,Afghanistan,0.558000
366449,0.500000,6.000000,0.200000,Afghanistan,0.560000
848993,0.500000,6.000000,0.300000,Afghanistan,0.553333
782681,0.500000,6.000000,0.400000,Afghanistan,0.550667
210281,0.500000,6.000000,0.500000,Afghanistan,0.538667
1146641,0.500000,6.000000,0.600000,Afghanistan,0.521333
626513,0.500000,6.000000,0.700000,Afghanistan,0.515333
1841,0.500000,6.000000,0.800000,Afghanistan,0.502000
1095017,0.500000,6.000000,0.900000,Afghanistan,0.480667
470345,0.500000,6.000000,1.000000,Afghanistan,0.463333
724817,0.500000,6.500000,0.000000,Afghanistan,0.558667
152417,0.500000,6.500000,0.100000,Afghanistan,0.556667
1141049,0.500000,6.500000,0.200000,Afghanistan,0.556000
620921,0.500000,6.500000,0.300000,Afghanistan,0.552000
423929,0.500000,6.500000,0.400000,Afghanistan,0.546667
1037153,0.500000,6.500000,0.500000,Afghanistan,0.552000
464753,0.500000,6.500000,0.600000,Afghanistan,0.548667
400817,0.500000,6.500000,0.700000,Afghanistan,0.534667
880985,0.500000,6.500000,0.800000,Afghanistan,0.529333
168401,0.500000,6.500000,0.900000,Afghanistan,0.514667
1047737,0.500000,6.500000,1.000000,Afghanistan,0.497333
1105001,0.500000,7.000000,0.000000,Afghanistan,0.566667
979289,0.500000,7.000000,0.100000,Afghanistan,0.560000
406889,0.500000,7.000000,0.200000,Afghanistan,0.565333
435617,0.500000,7.000000,0.300000,Afghanistan,0.548667
823121,0.500000,7.000000,0.400000,Afghanistan,0.565333
250721,0.500000,7.000000,0.500000,Afghanistan,0.551333
1082537,0.500000,7.000000,0.600000,Afghanistan,0.541333
666953,0.500000,7.000000,0.700000,Afghanistan,0.535333
94553,0.500000,7.000000,0.800000,Afghanistan,0.529333
1135457,0.500000,7.000000,0.900000,Afghanistan,0.522000
563057,0.500000,7.000000,1.000000,Afghanistan,0.502667
817529,0.500000,7.500000,0.000000,Afghanistan,0.568000
192857,0.500000,7.500000,0.100000,Afghanistan,0.570000
1157729,0.500000,7.500000,0.200000,Afghanistan,0.552667
661361,0.500000,7.500000,0.300000,Afghanistan,0.554000
36689,0.500000,7.500000,0.400000,Afghanistan,0.568667
1077593,0.500000,7.500000,0.500000,Afghanistan,0.552000
505193,0.500000,7.500000,0.600000,Afghanistan,0.551333
27833,0.500000,7.500000,0.700000,Afghanistan,0.554000
921425,0.500000,7.500000,0.800000,Afghanistan,0.548667
349025,0.500000,7.500000,0.900000,Afghanistan,0.546000
917105,0.500000,7.500000,1.000000,Afghanistan,0.515333
960113,0.500000,8.000000,0.000000,Afghanistan,0.572667
1019729,0.500000,8.000000,0.100000,Afghanistan,0.562667
447329,0.500000,8.000000,0.200000,Afghanistan,0.554000
276473,0.500000,8.000000,0.300000,Afghanistan,0.566000
535673,0.500000,8.000000,0.400000,Afghanistan,0.554000
238889,0.500000,8.000000,0.500000,Afghanistan,0.568000
464825,0.500000,8.000000,0.600000,Afghanistan,0.546667
759665,0.500000,8.000000,0.700000,Afghanistan,0.556000
134993,0.500000,8.000000,0.800000,Afghanistan,0.539333
1152137,0.500000,8.000000,0.900000,Afghanistan,0.538000
603497,0.500000,8.000000,1.000000,Afghanistan,0.531333
698564,0.700000,4.000000,0.000000,Afghanistan,0.492667
948260,0.700000,4.000000,0.100000,Afghanistan,0.480000
375860,0.700000,4.000000,0.200000,Afghanistan,0.443333
181244,0.700000,4.000000,0.300000,Afghanistan,0.411333
792092,0.700000,4.000000,0.400000,Afghanistan,0.385333
167420,0.700000,4.000000,0.500000,Afghanistan,0.401333
540668,0.700000,4.000000,0.600000,Afghanistan,0.520667
635924,0.700000,4.000000,0.700000,Afghanistan,0.575333
63524,0.700000,4.000000,0.800000,Afghanistan,0.336000
1104428,0.700000,4.000000,0.900000,Afghanistan,0.139519
479756,0.700000,4.000000,1.000000,Afghanistan,0.098930
734228,0.700000,4.500000,0.000000,Afghanistan,0.517333
161828,0.700000,4.500000,0.100000,Afghanistan,0.510667
76508,0.700000,4.500000,0.200000,Afghanistan,0.499333
1117412,0.700000,4.500000,0.300000,Afghanistan,0.453333
5660,0.700000,4.500000,0.400000,Afghanistan,0.424000
804212,0.700000,4.500000,0.500000,Afghanistan,0.400667
474164,0.700000,4.500000,0.600000,Afghanistan,0.422667
286676,0.700000,4.500000,0.700000,Afghanistan,0.456667
890396,0.700000,4.500000,0.800000,Afghanistan,0.434000
317996,0.700000,4.500000,0.900000,Afghanistan,0.250167
638972,0.700000,4.500000,1.000000,Afghanistan,0.133110
681980,0.700000,5.000000,0.000000,Afghanistan,0.534000
988700,0.700000,5.000000,0.100000,Afghanistan,0.533333
416300,0.700000,5.000000,0.200000,Afghanistan,0.522667
737276,0.700000,5.000000,0.300000,Afghanistan,0.489333
832532,0.700000,5.000000,0.400000,Afghanistan,0.466000
260132,0.700000,5.000000,0.500000,Afghanistan,0.424667
792572,0.700000,5.000000,0.600000,Afghanistan,0.416667
676364,0.700000,5.000000,0.700000,Afghanistan,0.432000
1182668,0.700000,5.000000,0.800000,Afghanistan,0.426000
1144868,0.700000,5.000000,0.900000,Afghanistan,0.311081
572468,0.700000,5.000000,1.000000,Afghanistan,0.184070
826940,0.700000,5.500000,0.000000,Afghanistan,0.544000
202268,0.700000,5.500000,0.100000,Afghanistan,0.548000
642044,0.700000,5.500000,0.200000,Afghanistan,0.522667
670772,0.700000,5.500000,0.300000,Afghanistan,0.515333
46100,0.700000,5.500000,0.400000,Afghanistan,0.500000
1087004,0.700000,5.500000,0.500000,Afghanistan,0.471333
514604,0.700000,5.500000,0.600000,Afghanistan,0.447333
115652,0.700000,5.500000,0.700000,Afghanistan,0.434667
930836,0.700000,5.500000,0.800000,Afghanistan,0.394000
358436,0.700000,5.500000,0.900000,Afghanistan,0.318637
586748,0.700000,5.500000,1.000000,Afghanistan,0.245825
21500,0.700000,6.000000,0.000000,Afghanistan,0.541333
1029140,0.700000,6.000000,0.100000,Afghanistan,0.547333
456740,0.700000,6.000000,0.200000,Afghanistan,0.538667
380924,0.700000,6.000000,0.300000,Afghanistan,0.544667
925244,0.700000,6.000000,0.400000,Afghanistan,0.519333
248300,0.700000,6.000000,0.500000,Afghanistan,0.502000
740348,0.700000,6.000000,0.600000,Afghanistan,0.484667
769076,0.700000,6.000000,0.700000,Afghanistan,0.476000
144404,0.700000,6.000000,0.800000,Afghanistan,0.414000
1185308,0.700000,6.000000,0.900000,Afghanistan,0.345794
612908,0.700000,6.000000,1.000000,Afghanistan,0.245979
822236,0.700000,6.500000,0.000000,Afghanistan,0.561333
242708,0.700000,6.500000,0.100000,Afghanistan,0.559333
589820,0.700000,6.500000,0.200000,Afghanistan,0.563333
711212,0.700000,6.500000,0.300000,Afghanistan,0.540667
86540,0.700000,6.500000,0.400000,Afghanistan,0.529333
1127444,0.700000,6.500000,0.500000,Afghanistan,0.523333
555044,0.700000,6.500000,0.600000,Afghanistan,0.501333
1082732,0.700000,6.500000,0.700000,Afghanistan,0.480667
1023548,0.700000,6.500000,0.800000,Afghanistan,0.445333
398876,0.700000,6.500000,0.900000,Afghanistan,0.344667
534524,0.700000,6.500000,1.000000,Afghanistan,0.268717
80948,0.700000,7.000000,0.000000,Afghanistan,0.565333
1121852,0.700000,7.000000,0.100000,Afghanistan,0.558000
497180,0.700000,7.000000,0.200000,Afghanistan,0.548667
632828,0.700000,7.000000,0.300000,Afghanistan,0.556000
965684,0.700000,7.000000,0.400000,Afghanistan,0.522667
288740,0.700000,7.000000,0.500000,Afghanistan,0.542000
688124,0.700000,7.000000,0.600000,Afghanistan,0.526667
809516,0.700000,7.000000,0.700000,Afghanistan,0.509333
184844,0.700000,7.000000,0.800000,Afghanistan,0.458973
705404,0.700000,7.000000,0.900000,Afghanistan,0.362667
653348,0.700000,7.000000,1.000000,Afghanistan,0.283522
907820,0.700000,7.500000,0.000000,Afghanistan,0.566667
335420,0.700000,7.500000,0.100000,Afghanistan,0.564000
537596,0.700000,7.500000,0.200000,Afghanistan,0.562667
751652,0.700000,7.500000,0.300000,Afghanistan,0.546000
179252,0.700000,7.500000,0.400000,Afghanistan,0.558667
861380,0.700000,7.500000,0.500000,Afghanistan,0.531333
595484,0.700000,7.500000,0.600000,Afghanistan,0.531333
23084,0.700000,7.500000,0.700000,Afghanistan,0.534667
1063988,0.700000,7.500000,0.800000,Afghanistan,0.466667
439316,0.700000,7.500000,0.900000,Afghanistan,0.379333
178172,0.700000,7.500000,1.000000,Afghanistan,0.284759
121388,0.700000,8.000000,0.000000,Afghanistan,0.560000
1162292,0.700000,8.000000,0.100000,Afghanistan,0.562000
537620,0.700000,8.000000,0.200000,Afghanistan,0.562667
542588,0.700000,8.000000,0.300000,Afghanistan,0.547333
1006124,0.700000,8.000000,0.400000,Afghanistan,0.544000
433724,0.700000,8.000000,0.500000,Afghanistan,0.547333
635900,0.700000,8.000000,0.600000,Afghanistan,0.526667
849956,0.700000,8.000000,0.700000,Afghanistan,0.530667
277556,0.700000,8.000000,0.800000,Afghanistan,0.472000
82940,0.700000,8.000000,0.900000,Afghanistan,0.379333
693788,0.700000,8.000000,1.000000,Afghanistan,0.280268
430079,0.900000,4.000000,0.000000,Afghanistan,0.450667
651263,0.900000,4.000000,0.100000,Afghanistan,0.434000
568319,0.900000,4.000000,0.200000,Afghanistan,0.388667
181247,0.900000,4.000000,0.300000,Afghanistan,0.378667
706559,0.900000,4.000000,0.400000,Afghanistan,0.435333
623615,0.900000,4.000000,0.500000,Afghanistan,0.590000
540671,0.900000,4.000000,0.600000,Afghanistan,0.339560
761855,0.900000,4.000000,0.700000,Afghanistan,0.136091
678911,0.900000,4.000000,0.800000,Afghanistan,0.077129
595967,0.900000,4.000000,0.900000,Afghanistan,0.054841
513023,0.900000,4.000000,1.000000,Afghanistan,0.045828
556031,0.900000,4.500000,0.000000,Afghanistan,0.494667
473087,0.900000,4.500000,0.100000,Afghanistan,0.480000
694271,0.900000,4.500000,0.200000,Afghanistan,0.434667
611327,0.900000,4.500000,0.300000,Afghanistan,0.407333
528383,0.900000,4.500000,0.400000,Afghanistan,0.412667
141311,0.900000,4.500000,0.500000,Afghanistan,0.472667
666623,0.900000,4.500000,0.600000,Afghanistan,0.431333
583679,0.900000,4.500000,0.700000,Afghanistan,0.200133
196607,0.900000,4.500000,0.800000,Afghanistan,0.095973
417791,0.900000,4.500000,0.900000,Afghanistan,0.059701
638975,0.900000,4.500000,1.000000,Afghanistan,0.032126
681983,0.900000,5.000000,0.000000,Afghanistan,0.520000
599039,0.900000,5.000000,0.100000,Afghanistan,0.503333
516095,0.900000,5.000000,0.200000,Afghanistan,0.486000
737279,0.900000,5.000000,0.300000,Afghanistan,0.447333
654335,0.900000,5.000000,0.400000,Afghanistan,0.425333
571391,0.900000,5.000000,0.500000,Afghanistan,0.428000
792575,0.900000,5.000000,0.600000,Afghanistan,0.412000
405503,0.900000,5.000000,0.700000,Afghanistan,0.264000
626687,0.900000,5.000000,0.800000,Afghanistan,0.157860
239615,0.900000,5.000000,0.900000,Afghanistan,0.083445
764927,0.900000,5.000000,1.000000,Afghanistan,0.055328
199679,0.900000,5.500000,0.000000,Afghanistan,0.536000
420863,0.900000,5.500000,0.100000,Afghanistan,0.531333
642047,0.900000,5.500000,0.200000,Afghanistan,0.507333
559103,0.900000,5.500000,0.300000,Afghanistan,0.471333
188663,0.900000,5.500000,0.400000,Afghanistan,0.454000
89087,0.900000,5.500000,0.500000,Afghanistan,0.440667
614399,0.900000,5.500000,0.600000,Afghanistan,0.408272
32495,0.900000,5.500000,0.700000,Afghanistan,0.301736
144383,0.900000,5.500000,0.800000,Afghanistan,0.195842
61439,0.900000,5.500000,0.900000,Afghanistan,0.112991
586751,0.900000,5.500000,1.000000,Afghanistan,0.081284
629759,0.900000,6.000000,0.000000,Afghanistan,0.564000
546815,0.900000,6.000000,0.100000,Afghanistan,0.538667
159743,0.900000,6.000000,0.200000,Afghanistan,0.534667
685055,0.900000,6.000000,0.300000,Afghanistan,0.512667
602111,0.900000,6.000000,0.400000,Afghanistan,0.502000
443135,0.900000,6.000000,0.500000,Afghanistan,0.476667
132095,0.900000,6.000000,0.600000,Afghanistan,0.423333
657407,0.900000,6.000000,0.700000,Afghanistan,0.321954
574463,0.900000,6.000000,0.800000,Afghanistan,0.218729
795647,0.900000,6.000000,0.900000,Afghanistan,0.136885
712703,0.900000,6.000000,1.000000,Afghanistan,0.103261
147455,0.900000,6.500000,0.000000,Afghanistan,0.546667
672767,0.900000,6.500000,0.100000,Afghanistan,0.551333
589823,0.900000,6.500000,0.200000,Afghanistan,0.533333
506879,0.900000,6.500000,0.300000,Afghanistan,0.520000
728063,0.900000,6.500000,0.400000,Afghanistan,0.519333
645119,0.900000,6.500000,0.500000,Afghanistan,0.492667
562175,0.900000,6.500000,0.600000,Afghanistan,0.452667
783359,0.900000,6.500000,0.700000,Afghanistan,0.312625
700415,0.900000,6.500000,0.800000,Afghanistan,0.231028
617471,0.900000,6.500000,0.900000,Afghanistan,0.156902
534527,0.900000,6.500000,1.000000,Afghanistan,0.112329
577535,0.900000,7.000000,0.000000,Afghanistan,0.549333
798719,0.900000,7.000000,0.100000,Afghanistan,0.556000
411647,0.900000,7.000000,0.200000,Afghanistan,0.550000
328703,0.900000,7.000000,0.300000,Afghanistan,0.542667
549887,0.900000,7.000000,0.400000,Afghanistan,0.533333
771071,0.900000,7.000000,0.500000,Afghanistan,0.510667
688127,0.900000,7.000000,0.600000,Afghanistan,0.459333
605183,0.900000,7.000000,0.700000,Afghanistan,0.340681
522239,0.900000,7.000000,0.800000,Afghanistan,0.232418
135167,0.900000,7.000000,0.900000,Afghanistan,0.165545
660479,0.900000,7.000000,1.000000,Afghanistan,0.113465
399359,0.900000,7.500000,0.000000,Afghanistan,0.562000
620543,0.900000,7.500000,0.100000,Afghanistan,0.552000
537599,0.900000,7.500000,0.200000,Afghanistan,0.556667
758783,0.900000,7.500000,0.300000,Afghanistan,0.528667
675839,0.900000,7.500000,0.400000,Afghanistan,0.534667
592895,0.900000,7.500000,0.500000,Afghanistan,0.514000
509951,0.900000,7.500000,0.600000,Afghanistan,0.470314
731135,0.900000,7.500000,0.700000,Afghanistan,0.356283
39935,0.900000,7.500000,0.800000,Afghanistan,0.248826
565247,0.900000,7.500000,0.900000,Afghanistan,0.169480
178175,0.900000,7.500000,1.000000,Afghanistan,0.130169
525311,0.900000,8.000000,0.000000,Afghanistan,0.548000
138239,0.900000,8.000000,0.100000,Afghanistan,0.561333
680183,0.900000,8.000000,0.200000,Afghanistan,0.555333
580607,0.900000,8.000000,0.300000,Afghanistan,0.535333
193535,0.900000,8.000000,0.400000,Afghanistan,0.536000
414719,0.900000,8.000000,0.500000,Afghanistan,0.537333
635903,0.900000,8.000000,0.600000,Afghanistan,0.488667
552959,0.900000,8.000000,0.700000,Afghanistan,0.366065
470015,0.900000,8.000000,0.800000,Afghanistan,0.244802
691199,0.900000,8.000000,0.900000,Afghanistan,0.188005
608255,0.900000,8.000000,1.000000,Afghanistan,0.137108
548862,0.100000,4.000000,0.000000,Colombia,0.750000
1012398,0.100000,4.000000,0.100000,Colombia,0.751000
439998,0.100000,4.000000,0.200000,Colombia,0.750500
604158,0.100000,4.000000,0.300000,Colombia,0.754000
856230,0.100000,4.000000,0.400000,Colombia,0.756500
283830,0.100000,4.000000,0.500000,Colombia,0.755000
355326,0.100000,4.000000,0.600000,Colombia,0.760500
576510,0.100000,4.000000,0.700000,Colombia,0.766000
127662,0.100000,4.000000,0.800000,Colombia,0.761000
1168566,0.100000,4.000000,0.900000,Colombia,0.773500
631806,0.100000,4.000000,1.000000,Colombia,0.785500
798366,0.100000,4.500000,0.000000,Colombia,0.751000
225966,0.100000,4.500000,0.100000,Colombia,0.751500
508926,0.100000,4.500000,0.200000,Colombia,0.752000
421230,0.100000,4.500000,0.300000,Colombia,0.752500
69798,0.100000,4.500000,0.400000,Colombia,0.754000
1110702,0.100000,4.500000,0.500000,Colombia,0.756000
785406,0.100000,4.500000,0.600000,Colombia,0.761500
702462,0.100000,4.500000,0.700000,Colombia,0.766000
954534,0.100000,4.500000,0.800000,Colombia,0.768500
382134,0.100000,4.500000,0.900000,Colombia,0.776500
757758,0.100000,4.500000,1.000000,Colombia,0.779500
213894,0.100000,5.000000,0.000000,Colombia,0.751000
1052838,0.100000,5.000000,0.100000,Colombia,0.751000
480438,0.100000,5.000000,0.200000,Colombia,0.752000
860814,0.100000,5.000000,0.300000,Colombia,0.752000
164862,0.100000,5.000000,0.400000,Colombia,0.753500
324270,0.100000,5.000000,0.500000,Colombia,0.755000
607230,0.100000,5.000000,0.600000,Colombia,0.758000
220158,0.100000,5.000000,0.700000,Colombia,0.767500
168102,0.100000,5.000000,0.800000,Colombia,0.759500
662526,0.100000,5.000000,0.900000,Colombia,0.768500
579582,0.100000,5.000000,1.000000,Colombia,0.773500
622590,0.100000,5.500000,0.000000,Colombia,0.751000
266406,0.100000,5.500000,0.100000,Colombia,0.751000
760830,0.100000,5.500000,0.200000,Colombia,0.751500
677886,0.100000,5.500000,0.300000,Colombia,0.753000
594942,0.100000,5.500000,0.400000,Colombia,0.755500
1151142,0.100000,5.500000,0.500000,Colombia,0.754500
578742,0.100000,5.500000,0.600000,Colombia,0.759000
650238,0.100000,5.500000,0.700000,Colombia,0.759500
258414,0.100000,5.500000,0.800000,Colombia,0.773500
422574,0.100000,5.500000,0.900000,Colombia,0.769000
97278,0.100000,5.500000,1.000000,Colombia,0.776000
748542,0.100000,6.000000,0.000000,Colombia,0.752000
881814,0.100000,6.000000,0.100000,Colombia,0.752000
520878,0.100000,6.000000,0.200000,Colombia,0.751500
283494,0.100000,6.000000,0.300000,Colombia,0.752000
1041654,0.100000,6.000000,0.400000,Colombia,0.754500
364710,0.100000,6.000000,0.500000,Colombia,0.754500
555006,0.100000,6.000000,0.600000,Colombia,0.758000
833214,0.100000,6.000000,0.700000,Colombia,0.768500
693246,0.100000,6.000000,0.800000,Colombia,0.773500
610302,0.100000,6.000000,0.900000,Colombia,0.776000
677046,0.100000,6.000000,1.000000,Colombia,0.780500
931518,0.100000,6.500000,0.000000,Colombia,0.750500
183294,0.100000,6.500000,0.100000,Colombia,0.751000
1143414,0.100000,6.500000,0.200000,Colombia,0.753000
17406,0.100000,6.500000,0.300000,Colombia,0.753500
934758,0.100000,6.500000,0.400000,Colombia,0.754500
763902,0.100000,6.500000,0.500000,Colombia,0.753500
619182,0.100000,6.500000,0.600000,Colombia,0.757500
598014,0.100000,6.500000,0.700000,Colombia,0.762500
515070,0.100000,6.500000,0.800000,Colombia,0.763500
463014,0.100000,6.500000,0.900000,Colombia,0.773000
277902,0.100000,6.500000,1.000000,Colombia,0.776500
145086,0.100000,7.000000,0.000000,Colombia,0.750000
309246,0.100000,7.000000,0.100000,Colombia,0.752000
561318,0.100000,7.000000,0.200000,Colombia,0.751500
751614,0.100000,7.000000,0.300000,Colombia,0.753500
1029822,0.100000,7.000000,0.400000,Colombia,0.753000
585726,0.100000,7.000000,0.500000,Colombia,0.756000
718998,0.100000,7.000000,0.600000,Colombia,0.756500
873654,0.100000,7.000000,0.700000,Colombia,0.759000
120678,0.100000,7.000000,0.800000,Colombia,0.763500
1137822,0.100000,7.000000,0.900000,Colombia,0.769000
717486,0.100000,7.000000,1.000000,Colombia,0.777500
971958,0.100000,7.500000,0.000000,Colombia,0.750500
739326,0.100000,7.500000,0.100000,Colombia,0.751500
656382,0.100000,7.500000,0.200000,Colombia,0.751500
815790,0.100000,7.500000,0.300000,Colombia,0.753500
115086,0.100000,7.500000,0.400000,Colombia,0.752500
711678,0.100000,7.500000,0.500000,Colombia,0.757000
628734,0.100000,7.500000,0.600000,Colombia,0.759000
87222,0.100000,7.500000,0.700000,Colombia,0.765500
1128126,0.100000,7.500000,0.800000,Colombia,0.764000
771942,0.100000,7.500000,0.900000,Colombia,0.766500
601086,0.100000,7.500000,1.000000,Colombia,0.776000
556182,0.100000,8.000000,0.000000,Colombia,0.751500
561150,0.100000,8.000000,0.100000,Colombia,0.751000
478206,0.100000,8.000000,0.200000,Colombia,0.752500
29358,0.100000,8.000000,0.300000,Colombia,0.751500
1070262,0.100000,8.000000,0.400000,Colombia,0.751500
533502,0.100000,8.000000,0.500000,Colombia,0.757000
450558,0.100000,8.000000,0.600000,Colombia,0.758500
914094,0.100000,8.000000,0.700000,Colombia,0.761500
588798,0.100000,8.000000,0.800000,Colombia,0.764000
809982,0.100000,8.000000,0.900000,Colombia,0.771000
757926,0.100000,8.000000,1.000000,Colombia,0.777500
244731,0.050000,4.000000,0.000000,Colombia,0.751000
922107,0.050000,4.000000,0.100000,Colombia,0.750000
297435,0.050000,4.000000,0.200000,Colombia,0.751000
604155,0.050000,4.000000,0.300000,Colombia,0.750500
765939,0.050000,4.000000,0.400000,Colombia,0.754500
400251,0.050000,4.000000,0.500000,Colombia,0.753000
1182171,0.050000,4.000000,0.600000,Colombia,0.752500
609771,0.050000,4.000000,0.700000,Colombia,0.753500
797691,0.050000,4.000000,0.800000,Colombia,0.752000
1026003,0.050000,4.000000,0.900000,Colombia,0.753000
453603,0.050000,4.000000,1.000000,Colombia,0.758000
708075,0.050000,4.500000,0.000000,Colombia,0.750500
135675,0.050000,4.500000,0.100000,Colombia,0.751500
1124307,0.050000,4.500000,0.200000,Colombia,0.752500
551907,0.050000,4.500000,0.300000,Colombia,0.750500
38907,0.050000,4.500000,0.400000,Colombia,0.750500
1020411,0.050000,4.500000,0.500000,Colombia,0.752000
395739,0.050000,4.500000,0.600000,Colombia,0.753500
398331,0.050000,4.500000,0.700000,Colombia,0.753500
859491,0.050000,4.500000,0.800000,Colombia,0.755000
239571,0.050000,4.500000,0.900000,Colombia,0.751500
757755,0.050000,4.500000,1.000000,Colombia,0.752500
496635,0.050000,5.000000,0.000000,Colombia,0.750000
962547,0.050000,5.000000,0.100000,Colombia,0.750500
233331,0.050000,5.000000,0.200000,Colombia,0.750500
14955,0.050000,5.000000,0.300000,Colombia,0.751500
806379,0.050000,5.000000,0.400000,Colombia,0.751000
233979,0.050000,5.000000,0.500000,Colombia,0.751000
661875,0.050000,5.000000,0.600000,Colombia,0.754500
597939,0.050000,5.000000,0.700000,Colombia,0.753500
77811,0.050000,5.000000,0.800000,Colombia,0.752500
1118715,0.050000,5.000000,0.900000,Colombia,0.756500
439395,0.050000,5.000000,1.000000,Colombia,0.756500
748515,0.050000,5.500000,0.000000,Colombia,0.750500
176115,0.050000,5.500000,0.100000,Colombia,0.750500
1164747,0.050000,5.500000,0.200000,Colombia,0.750000
540075,0.050000,5.500000,0.300000,Colombia,0.752500
19947,0.050000,5.500000,0.400000,Colombia,0.751500
1060851,0.050000,5.500000,0.500000,Colombia,0.751500
383907,0.050000,5.500000,0.600000,Colombia,0.752000
460155,0.050000,5.500000,0.700000,Colombia,0.755500
904683,0.050000,5.500000,0.800000,Colombia,0.753000
332283,0.050000,5.500000,0.900000,Colombia,0.755500
