1.511240927501601890e-02,1.523057664185700072e-02,1.559225999427492522e-02,1.563132409879899182e-02,1.464750739948192382e-02,1.917263012396894575e-02,1.296010050424262552e-02,1.390725052349872648e-02,1.602685261073288209e-02,1.215372912046260717e-02,1.314982030136327418e-02,1.476441902814346063e-02,1.335958562814233003e-02,1.630634968467043963e-02,1.252834012372789491e-02,1.123321270069991586e-02,1.520051213783237681e-02,1.106168870647481622e-02,1.369821025821200446e-02,1.504912025469569252e-02,1.280288947190550385e-02,1.216544639551862816e-02,1.194903290631019882e-02,1.410473258750572292e-02,1.343158353193962123e-02,1.229008895839273433e-02,1.210333360986297173e-02,9.599134775142457651e-03,1.606241945327051279e-02,1.135442143124651068e-02
1.457354447589926695e-02,1.538731488795758509e-02,1.368218493386003098e-02,1.349196014294530045e-02,1.557358744651129653e-02,1.889349986880604210e-02,1.536285237922304335e-02,1.577223785410110379e-02,1.357349987606876543e-02,1.459245666555871943e-02,1.442049048925692946e-02,1.400780928169326547e-02,1.750313481302655932e-02,1.632695389835954816e-02,1.482939870175912361e-02,1.702268738036456092e-02,1.822053668224384027e-02,1.451517782222568227e-02,1.337071404903414709e-02,1.413516719568060596e-02,1.480485610109975696e-02,1.363678496913670393e-02,1.131051059193021943e-02,1.360388410352841339e-02,1.633199486073911438e-02,1.879725520351151549e-02,1.949054975598189104e-02,1.326200710655687023e-02,1.725648586134529913e-02,1.299083938618368107e-02
1.714568184014289565e-02,1.866773421205368544e-02,1.828617897563036485e-02,1.857834480743400865e-02,1.598118825370274665e-02,1.558536454091987919e-02,1.981437770546441712e-02,1.848684552635994696e-02,1.338221456738556032e-02,1.717478247577094649e-02,1.656988342474423337e-02,1.611307384712327637e-02,1.640692996675470125e-02,1.625563376639329108e-02,1.879468495908033498e-02,1.435464495836358267e-02,1.860635289670780484e-02,1.819297484981384494e-02,1.881780358220138186e-02,1.767249048644726692e-02,1.576513710047426631e-02,1.693765854278863475e-02,1.370448295593888234e-02,1.692409587675421101e-02,1.688597995926215817e-02,1.699055071067314196e-02,1.705720160180533920e-02,1.683449634044641846e-02,1.618277717990301151e-02,1.725273978689398358e-02
1.128978894122148122e-02,1.352247267458850898e-02,1.121289900280125762e-02,1.349779972776547245e-02,1.211112162704010113e-02,1.347657362355741614e-02,1.365730582995994605e-02,1.229292045055289939e-02,1.305785340137889834e-02,1.149625175929885543e-02,1.226847874814252295e-02,1.421495030356658557e-02,1.491624914676029090e-02,1.085364263043666483e-02,1.441526525549360546e-02,1.269407085771273938e-02,1.666358917944906967e-02,1.367803441324979413e-02,1.477896393277496750e-02,1.053894835152768307e-02,1.249370100873407885e-02,1.071644241471154425e-02,1.459719761271790692e-02,1.537991221602398074e-02,1.197622396675668277e-02,1.034837001659040523e-02,1.346137670503571096e-02,1.430817372141298532e-02,1.401115412294193230e-02,1.397693799464958669e-02
1.460844446084294188e-02,1.772360715254078789e-02,1.533025354246409303e-02,1.243859387956155506e-02,1.264037368211599205e-02,1.312831376711893344e-02,1.116036068363461010e-02,1.203364652161913878e-02,1.534231132031499065e-02,1.128284742387099943e-02,9.190788097287202682e-03,1.133774707672065112e-02,1.268174545145255711e-02,1.582248749679217650e-02,9.572560422480787257e-03,9.850966866421142359e-03,1.525216372061093811e-02,1.107768621927822730e-02,1.400693994350423084e-02,1.135392626211147865e-02,1.600435155089182868e-02,1.345255110041064343e-02,1.129801001300709956e-02,1.132691067847926142e-02,1.320818398557845226e-02,1.147811662333328778e-02,1.209065000904604309e-02,1.014838000152656211e-02,9.638603914260942054e-03,1.041734127518275689e-02
1.432927851789762667e-02,1.397296729295340566e-02,1.538412428113229181e-02,1.325832562928803797e-02,1.253764943210583863e-02,1.406701410854632739e-02,1.285635644364812973e-02,1.373705180938759700e-02,1.356847368707051263e-02,1.710134531385056403e-02,1.415366264785223975e-02,1.196359389965627983e-02,1.723769271584947235e-02,1.307721466485953048e-02,1.541844751637567318e-02,1.455714931280888483e-02,1.799837872789672791e-02,1.805205066883891138e-02,1.268683677451277331e-02,1.428042846091201121e-02,1.328749103281107874e-02,1.333778948529580795e-02,1.313631077328451281e-02,1.222090370193932088e-02,9.492853237356095597e-03,1.507540760821106558e-02,1.256723567999431038e-02,1.320058854261155039e-02,1.639168476931264842e-02,1.370737778375183402e-02
1.554932021803097884e-02,1.573924935524030275e-02,1.677356440194045090e-02,1.446832102848888066e-02,1.273541121702689329e-02,1.648814090356457915e-02,1.530823355983460671e-02,1.487229925124378474e-02,1.551546447060703909e-02,1.766770148015491676e-02,1.626725534815360447e-02,1.633892384466171729e-02,1.504989333354521570e-02,1.670469031113318639e-02,1.517421888929494471e-02,1.497465904198049501e-02,1.411897819250153806e-02,1.662523235760681936e-02,1.392946210029570760e-02,1.651234062622494725e-02,1.513903522254506431e-02,1.667576721625671846e-02,1.385938368558741612e-02,1.577486868620124605e-02,1.628602181095002710e-02,1.888951919531391480e-02,1.954802759930900080e-02,1.504918791650514120e-02,1.490790268086492412e-02,1.622282355726074529e-02
1.237406807001863868e-02,1.459356771669510257e-02,1.288344206771255274e-02,1.341251667817129276e-02,1.230006009736918718e-02,1.328350417514439878e-02,1.412869410736720781e-02,1.420244319843560164e-02,1.500508727861470624e-02,1.644372919179797055e-02,1.540543884196029709e-02,1.344830613291449900e-02,1.670742808978183114e-02,1.584851361032020567e-02,1.590606415517896097e-02,1.360772108406458139e-02,1.576010144996889059e-02,1.560917884511509729e-02,1.584874757246240023e-02,1.420381124961115488e-02,1.584652227339842026e-02,1.522122547175899093e-02,1.513785559522677106e-02,1.548415700655729997e-02,1.853761341522901923e-02,1.561501301941777518e-02,1.457187682217351947e-02,1.507128788767977609e-02,1.604593869356619323e-02,1.402073791023625282e-02
1.389707506117713112e-02,1.597842446464190630e-02,1.586998839805657188e-02,1.357507713030818401e-02,1.457086333851779006e-02,1.637899417470986205e-02,1.433980880395838153e-02,1.463069447161552059e-02,1.462964416535553203e-02,1.820205325194314619e-02,1.430371722197226400e-02,1.519528183146214712e-02,1.520810131244389879e-02,1.658072706383371953e-02,1.558914128990535053e-02,1.431519405127782557e-02,1.520702080472270158e-02,1.686183232734267401e-02,1.369694598100329452e-02,1.360150120754601705e-02,1.572926019222539024e-02,1.599356623888216825e-02,1.405166444791363344e-02,1.494953471524793423e-02,1.773500117242800267e-02,1.986889127891493592e-02,1.760771328081818174e-02,1.309080249586817499e-02,1.626409049876482299e-02,1.480198878929746102e-02
2.301808192649798177e-02,1.896013683267961519e-02,1.644507505181316831e-02,2.109803070607804004e-02,1.564380181410806453e-02,1.627758855669908869e-02,1.997336686359042768e-02,1.661227172760153248e-02,1.530772875720213567e-02,1.698009346525321261e-02,1.729688343901594413e-02,1.734818510408677947e-02,1.632951131660416791e-02,1.918790841489709242e-02,1.787520250140044870e-02,1.537584178691238541e-02,1.684423703871552533e-02,1.617698170810828034e-02,1.422454720827851307e-02,1.619701415730574051e-02,1.640486892224239310e-02,1.875379975012604963e-02,1.627937551544187192e-02,1.609457255912786003e-02,1.315449563402083799e-02,1.771985860301826532e-02,1.577524185864401587e-02,1.499437437715730667e-02,1.556448510189173406e-02,1.218786858691135039e-02
1.836938531858673535e-02,1.356121255695284106e-02,1.202539782280498404e-02,1.764529788276375868e-02,1.245671401264304527e-02,1.345514911466343111e-02,1.536027421837162996e-02,1.635962954217119389e-02,1.473589442400991857e-02,1.562193749243075656e-02,1.523237565273459666e-02,1.514611087229736711e-02,1.763590795473932854e-02,1.359566958375534040e-02,1.328417097880491178e-02,1.496994854971163934e-02,1.418701781601952594e-02,1.358049596335071489e-02,1.585193882788050318e-02,1.639542985498356961e-02,1.437130990548101880e-02,1.505489462580473017e-02,1.481150004226991154e-02,1.636322661317382576e-02,1.414460041910925447e-02,1.542302986373441341e-02,1.392986445032290063e-02,1.409457458731395302e-02,1.257727125059434140e-02,1.378329411687034649e-02
1.718425611063261610e-02,1.517925993354514967e-02,1.297912431937376689e-02,1.185827715298245870e-02,1.441150425599882143e-02,1.312266016104916139e-02,1.626276581317431455e-02,1.563808456020437596e-02,1.445120441510084480e-02,1.300593725970711732e-02,1.516858410646091185e-02,1.450662069049171374e-02,1.438428918634258175e-02,1.375762587247297136e-02,1.421904372902213498e-02,1.657100975090708417e-02,1.326941045908695480e-02,1.626290260806318236e-02,1.601242094189156764e-02,1.820356307015708053e-02,1.645769796994622433e-02,1.764119500184702441e-02,1.362710866667426329e-02,1.823806485980066644e-02,1.682989029348058024e-02,1.509057237742095214e-02,1.867074749173867898e-02,1.586057800851308625e-02,1.552571664475748889e-02,1.730213834494440800e-02
2.107035212224646695e-02,1.665557323606599305e-02,1.612028300650082679e-02,1.710415642350584034e-02,1.810623279824479306e-02,1.906954553880737396e-02,1.866366036670883549e-02,1.657251955689624523e-02,1.398655248675724320e-02,1.591751670478915373e-02,1.691993958568806938e-02,1.330802521657751571e-02,1.547528096733121437e-02,1.898802807489575681e-02,1.468461696791895435e-02,1.591066810139275811e-02,1.545442025815772086e-02,1.560557864089846120e-02,1.158278918308761236e-02,2.053159618396716360e-02,1.488559292735397790e-02,2.010954179284957580e-02,1.422755103122463546e-02,1.205900742294326554e-02,1.613683225297200818e-02,1.941617504307315001e-02,1.569154787307012328e-02,1.572616012110961484e-02,1.621658292477763316e-02,1.754550593441462844e-02
1.660350661353039714e-02,1.622007009660557733e-02,1.731952823842685882e-02,1.617043971268890962e-02,1.684953928657189487e-02,1.601685432022808761e-02,1.513596846250400349e-02,1.524794403742270842e-02,1.628738393150395286e-02,1.677407683762208862e-02,1.356582407402464469e-02,1.407943142783309003e-02,1.917369404354103343e-02,1.610611028199368175e-02,1.769202042384725518e-02,1.633402630871123515e-02,1.525294625222872735e-02,1.480992951322500882e-02,1.429709798444507400e-02,1.186299820149551952e-02,1.496474270976572846e-02,1.367461468539678260e-02,1.616142136329721049e-02,1.677476637223913880e-02,1.294527502417659043e-02,1.423103844559200221e-02,1.365848629174955427e-02,1.598443544110795742e-02,1.514923513193792287e-02,1.785930191546429568e-02
1.017462851633984915e-03,8.446176037464003805e-01,2.133537181476957722e-04,3.753890001632779268e-04,3.010717633281274094e-04,4.448157568558336371e-04,3.780327040897833181e-04,1.138549875530940614e-01,2.270092662401775225e-04,5.880356115849342700e-04,6.002916142231664448e-04,5.759771151636968074e-04,1.626615711378828115e-03,2.521182165870921883e-03,5.693789516670891499e-04,4.507166687305146340e-04,5.375600366410970268e-04,4.812640054514883466e-04,3.984800336440041339e-04,5.100005943081812633e-04,3.864356439722266951e-04,5.610754897398988802e-04,1.809467241904305764e-04,4.912012397902375000e-04,2.855188720258166951e-04,1.013493607316686817e-03,5.758910447947881376e-04,6.023708397544062787e-04,5.435646588477821735e-04,3.572197951150985276e-04
2.199984429326597157e-02,1.713629724937179577e-02,1.433849742796488441e-02,1.828499919327147144e-02,1.586608463824008136e-02,1.629430487942148606e-02,1.934182692255402569e-02,1.714424792731511493e-02,1.435827479115742156e-02,1.517640945248096770e-02,1.407830447849661021e-02,1.747630271676070893e-02,1.571736966372279040e-02,1.879498274817435061e-02,1.472953051517596375e-02,1.663393765489826551e-02,1.913908942065687888e-02,1.767239624825454186e-02,1.769806951968478162e-02,1.864567673096832745e-02,1.728656599602509947e-02,1.833242841534469050e-02,1.238331965093660350e-02,1.739674811475950406e-02,1.517818655806587452e-02,1.734730265832454266e-02,1.576175777934256395e-02,1.766643505457883567e-02,1.586106205389717361e-02,1.593785894416185553e-02
2.170762477463549292e-02,1.527025299221522643e-02,1.539592687548553031e-02,1.744119332318934401e-02,1.324079026677683207e-02,1.524405577520066349e-02,1.726949986429031358e-02,1.529091279461411435e-02,1.298612220713597082e-02,1.331682899412230808e-02,1.760441809666568602e-02,1.409159181984889070e-02,1.583010763321562181e-02,1.895385071612465042e-02,1.658287887386558634e-02,1.762628362570324569e-02,1.623941151998891524e-02,1.789035111617356955e-02,1.242134187959378216e-02,1.941208863367231349e-02,1.400009601084710627e-02,1.878951221821641843e-02,1.432161086827752131e-02,1.663549060480503175e-02,1.464333339533351735e-02,1.835647438871615411e-02,1.725434524258951177e-02,1.696890100523196915e-02,1.499510190800575245e-02,1.493446789228673049e-02
1.495952922985052322e-02,1.469138627595117930e-02,1.360220081166757695e-02,1.507873988624748411e-02,1.351079024900603623e-02,1.494412240399081021e-02,1.303029916278166354e-02,1.698772928434495386e-02,1.358751167183036221e-02,1.425234033967434991e-02,1.381573980259301337e-02,1.686318644819696094e-02,1.582056978411815890e-02,1.649262239524619880e-02,1.394319977254929871e-02,1.506133920807930723e-02,1.471280593528023414e-02,1.888294862299176591e-02,1.523313799673387675e-02,1.674988904479807195e-02,1.472673125464423090e-02,1.492479053965798524e-02,1.463002409171657893e-02,1.549100231605105016e-02,1.338777147891507396e-02,1.707649366834151222e-02,1.528003752166518826e-02,1.742340773961942313e-02,1.506546174377530918e-02,1.663125025781779856e-02
1.774557333728312217e-02,2.050202494550382865e-02,2.250879537133197369e-02,1.895622709107199627e-02,1.793553199844826265e-02,1.538959090249551222e-02,1.672233435488507461e-02,1.838058768559571246e-02,1.544570146413207917e-02,1.519391062222932506e-02,1.630518252485747138e-02,1.780908292692727143e-02,1.870477383250343170e-02,1.782666782212781117e-02,1.586528610147884544e-02,1.867950330775548090e-02,1.970414036410792977e-02,1.445654097391119511e-02,1.296464374148895843e-02,1.677986090130708166e-02,1.752789664784263485e-02,1.708261511641316968e-02,1.805990028074669351e-02,1.470387820393714504e-02,1.925278418584757886e-02,1.513586449103191539e-02,1.601754997296031893e-02,1.729084553979778546e-02,1.847472164228690372e-02,1.632043949269239291e-02
