Ansar al-Jihad,Brigades of Iman Hassan-al-Basri,0.016744926416477218
Ansar al-Jihad,Protectors of Islam Brigade,0.015133062370232372
Ansar al-Jihad,Mujahedeen Group,0.017866628444973658
Ansar al-Jihad,Ansar al-Sunna,0.0071920328682804945
Ansar al-Jihad,Islamic Jihad Brigades,0.016997923182249977
Ansar al-Jihad,Islamic Movement of Iraqi Mujahidin,0.015336927928625392
Ansar al-Jihad,Mahdi Army,0.01412911782904362
Ansar al-Jihad,1920 Revolution Brigades,0.013880794809997175
Ansar al-Jihad,Omar Bin Khattab Group,0.014501245854071951
Ansar al-Jihad,Mujahedeen Brigades,0.011352336794868008
Ansar al-Jihad,Mujahedeen Shura Council,0.014157583647363001
Ansar al-Jihad,Junaid Jihadist Battalion,0.016792283358178037
Ansar al-Jihad,Jaish al-Ta'ifa al-Mansura,0.016716221460835692
Ansar al-Jihad,Mujahedeen Army,0.015503444356089866
Ansar al-Jihad,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.013616110388542218
Ansar al-Jihad,Ansar al-Din,0.01482394365577473
Ansar al-Jihad,Holders of the Black Banners,0.017465741073687965
Ansar al-Jihad,Mujahedeen Corps in Iraq,0.01679648454279664
Ansar al-Jihad,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.012531650449933268
Ansar al-Jihad,Armed Vanguards of a Second Mohammed Army,0.01687104295811538
Ansar al-Jihad,Imam Hussein Brigade,0.012557716429534512
Ansar al-Jihad,Khalid ibn Walid Brigade,0.019646050397103928
Ansar al-Jihad,Badr Brigades,0.015681443687781585
Brigades of Iman Hassan-al-Basri,Brigades of Iman Hassan-al-Basri,0.018882948622991766
Brigades of Iman Hassan-al-Basri,Protectors of Islam Brigade,0.013587511671830362
Brigades of Iman Hassan-al-Basri,Mujahedeen Group,0.015061339208079307
Brigades of Iman Hassan-al-Basri,Ansar al-Sunna,0.00837329599874062
Brigades of Iman Hassan-al-Basri,Islamic Jihad Brigades,0.016666469697515653
Brigades of Iman Hassan-al-Basri,Islamic Movement of Iraqi Mujahidin,0.016731801258118927
Brigades of Iman Hassan-al-Basri,Mahdi Army,0.01805266480446064
Brigades of Iman Hassan-al-Basri,1920 Revolution Brigades,0.01880861221154305
Brigades of Iman Hassan-al-Basri,Omar Bin Khattab Group,0.01469138627595118
Brigades of Iman Hassan-al-Basri,Mujahedeen Brigades,0.013602200811667577
Brigades of Iman Hassan-al-Basri,Mujahedeen Shura Council,0.01494412240399081
Brigades of Iman Hassan-al-Basri,Junaid Jihadist Battalion,0.0164926223952462
Brigades of Iman Hassan-al-Basri,Jaish al-Ta'ifa al-Mansura,0.013815739802593013
Brigades of Iman Hassan-al-Basri,Mujahedeen Army,0.01563210143874059
Brigades of Iman Hassan-al-Basri,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.014586354759548385
Brigades of Iman Hassan-al-Basri,Ansar al-Din,0.016506740218504134
Brigades of Iman Hassan-al-Basri,Holders of the Black Banners,0.014712805935280234
Brigades of Iman Hassan-al-Basri,Mujahedeen Corps in Iraq,0.01582056978411816
Brigades of Iman Hassan-al-Basri,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.014959529229850523
Brigades of Iman Hassan-al-Basri,Armed Vanguards of a Second Mohammed Army,0.014456540973911195
Brigades of Iman Hassan-al-Basri,Imam Hussein Brigade,0.015078739886247484
Brigades of Iman Hassan-al-Basri,Khalid ibn Walid Brigade,0.01425234033967435
Brigades of Iman Hassan-al-Basri,Badr Brigades,0.016987729284344954
Protectors of Islam Brigade,Protectors of Islam Brigade,0.014629644165355532
Protectors of Islam Brigade,Mujahedeen Group,0.014358274791157422
Protectors of Islam Brigade,Ansar al-Sunna,0.0059892205328527645
Protectors of Islam Brigade,Islamic Jihad Brigades,0.016513549549222413
Protectors of Islam Brigade,Islamic Movement of Iraqi Mujahidin,0.014998010922301845
Protectors of Islam Brigade,Mahdi Army,0.012672544534201318
Protectors of Islam Brigade,1920 Revolution Brigades,0.015460922055552027
Protectors of Islam Brigade,Omar Bin Khattab Group,0.015978424464641906
Protectors of Islam Brigade,Mujahedeen Brigades,0.015869988398056572
Protectors of Islam Brigade,Mujahedeen Shura Council,0.016378994174709862
Protectors of Islam Brigade,Junaid Jihadist Battalion,0.016287383931503953
Protectors of Islam Brigade,Jaish al-Ta'ifa al-Mansura,0.014735894424009919
Protectors of Islam Brigade,Mujahedeen Army,0.0142455074715215
Protectors of Islam Brigade,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.011519832433491842
Protectors of Islam Brigade,Ansar al-Din,0.015285187388303019
Protectors of Islam Brigade,Holders of the Black Banners,0.01298612220713597
Protectors of Islam Brigade,Mujahedeen Corps in Iraq,0.013986552486757243
Protectors of Islam Brigade,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.013897075061177131
Protectors of Islam Brigade,Armed Vanguards of a Second Mohammed Army,0.01544570146413208
Protectors of Islam Brigade,Imam Hussein Brigade,0.013575077130308184
Protectors of Islam Brigade,Khalid ibn Walid Brigade,0.015307728757202136
Protectors of Islam Brigade,Badr Brigades,0.01463069447161552
Mujahedeen Group,Mujahedeen Group,0.016633937654898266
Mujahedeen Group,Ansar al-Sunna,0.0056628364809862075
Mujahedeen Group,Islamic Jihad Brigades,0.01506291370469358
Mujahedeen Group,Islamic Movement of Iraqi Mujahidin,0.012956684446310129
Mujahedeen Group,Mahdi Army,0.017425214152291812
Mujahedeen Group,1920 Revolution Brigades,0.018360054939751003
Mujahedeen Group,Omar Bin Khattab Group,0.017136297249371796
Mujahedeen Group,Mujahedeen Brigades,0.014338497427964884
Mujahedeen Group,Mujahedeen Shura Council,0.016294304879421486
Mujahedeen Group,Junaid Jihadist Battalion,0.01879498274817435
Mujahedeen Group,Jaish al-Ta'ifa al-Mansura,0.01407830447849661
Mujahedeen Group,Mujahedeen Army,0.01673272453848516
Mujahedeen Group,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.013616526238267923
Mujahedeen Group,Ansar al-Din,0.016408365450894035
Mujahedeen Group,Holders of the Black Banners,0.017626283625703246
Mujahedeen Group,Mujahedeen Corps in Iraq,0.01571736966372279
Mujahedeen Group,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.02199984429326597
Mujahedeen Group,Armed Vanguards of a Second Mohammed Army,0.01867950330775548
Mujahedeen Group,Imam Hussein Brigade,0.01828499919327147
Mujahedeen Group,Khalid ibn Walid Brigade,0.015176409452480968
Mujahedeen Group,Badr Brigades,0.017144247927315115
Ansar al-Sunna,Ansar al-Sunna,0.0045672937613321475
Ansar al-Sunna,Islamic Jihad Brigades,0.008722171778886238
Ansar al-Sunna,Islamic Movement of Iraqi Mujahidin,0.004738177046195624
Ansar al-Sunna,Mahdi Army,0.004322435990320818
Ansar al-Sunna,1920 Revolution Brigades,0.0042179778532862415
Ansar al-Sunna,Omar Bin Khattab Group,0.007025487889026997
Ansar al-Sunna,Mujahedeen Brigades,0.004392956089834717
Ansar al-Sunna,Mujahedeen Shura Council,0.005969742071656291
Ansar al-Sunna,Junaid Jihadist Battalion,0.008933939236136812
Ansar al-Sunna,Jaish al-Ta'ifa al-Mansura,0.008413939440470449
Ansar al-Sunna,Mujahedeen Army,0.014126623602327047
Ansar al-Sunna,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.008397337558886012
Ansar al-Sunna,Ansar al-Din,0.018292699253988746
Ansar al-Sunna,Holders of the Black Banners,0.00645994814396393
Ansar al-Sunna,Mujahedeen Corps in Iraq,0.016470608548549762
Ansar al-Sunna,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.00780356208613912
Ansar al-Sunna,Armed Vanguards of a Second Mohammed Army,0.0037611202140201676
Ansar al-Sunna,Imam Hussein Brigade,0.004898458025794861
Ansar al-Sunna,Khalid ibn Walid Brigade,0.00867212153050379
Ansar al-Sunna,Badr Brigades,0.008487317624080741
Islamic Jihad Brigades,Islamic Jihad Brigades,0.0150078587390677
Islamic Jihad Brigades,Islamic Movement of Iraqi Mujahidin,0.016592757805887558
Islamic Jihad Brigades,Mahdi Army,0.016257410505141505
Islamic Jihad Brigades,1920 Revolution Brigades,0.01677256480830625
Islamic Jihad Brigades,Omar Bin Khattab Group,0.014774296798423847
Islamic Jihad Brigades,Mujahedeen Brigades,0.01307258694423704
Islamic Jihad Brigades,Mujahedeen Shura Council,0.016495124718451326
Islamic Jihad Brigades,Junaid Jihadist Battalion,0.01572820933547685
Islamic Jihad Brigades,Jaish al-Ta'ifa al-Mansura,0.019654017064111923
Islamic Jihad Brigades,Mujahedeen Army,0.01785507680898327
Islamic Jihad Brigades,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq),0.014955128799761694
Islamic Jihad Brigades,Ansar al-Din,0.015465704215941694
Islamic Jihad Brigades,Holders of the Black Banners,0.01858727960738566
Islamic Jihad Brigades,Mujahedeen Corps in Iraq,0.017893282431588397
Islamic Jihad Brigades,Supreme Council for Islamic Revolution in Iraq (SCIRI),0.015457568878379267
Islamic Jihad Brigades,Armed Vanguards of a Second Mohammed Army,0.014276094691307077
Islamic Jihad Brigades,Imam Hussein Brigade,0.015351215138548948
Islamic Jihad Brigades,Khalid ibn Walid Brigade,0.01390159618694816
Islamic Jihad Brigades,Badr Brigades,0.015717753668435742
Islamic Movement of Iraqi Mujahidin,Islamic Movement of Iraqi Mujahidin,0.014849455848401142
Islamic Movement of Iraqi Mujahidin,Mahdi Army,0.015281254284628537
